Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,AbstractBitcoinRecordReader,27,10,8,7,144,17,3,0,0.0,3,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\AbstractBitcoinRecordReader.java,49
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinBlockFileInputFormat,1,0,1,1,12,1,0,1,0.0,2,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinBlockFileInputFormat.java,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinBlockRecordReader,1,0,4,4,56,8,0,1,1.0,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinBlockRecordReader.java,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinRawBlockFileInputFormat,1,0,1,1,12,1,0,1,0.0,1,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinRawBlockFileInputFormat.java,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinRawBlockRecordReader,1,0,4,4,53,7,0,1,1.0,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinRawBlockRecordReader.java,40
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinTransactionFileInputFormat,1,0,1,1,12,1,0,1,0.0,1,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinTransactionFileInputFormat.java,37
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinTransactionRecordReader,3,0,4,4,51,7,0,1,1.0,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinTransactionRecordReader.java,37
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapred,BitcoinFormatHadoopTest,3,0,40,40,718,49,0,0,0.325,0,3,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\bitcoin\format\mapred\BitcoinFormatHadoopTest.java,46
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,AbstractBitcoinFileInputFormat,2,2,2,1,19,4,3,0,1.0,2,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\AbstractBitcoinFileInputFormat.java,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,AbstractBitcoinRecordReader,24,10,8,7,139,17,3,0,0.0,3,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\AbstractBitcoinRecordReader.java,47
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinBlockFileInputFormat,1,0,1,1,12,1,0,1,0.0,1,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinBlockFileInputFormat.java,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinBlockRecordReader,3,0,4,4,56,8,0,1,0.5,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinBlockRecordReader.java,32
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinRawBlockFileInputFormat,1,0,1,1,12,1,0,1,0.0,1,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinRawBlockFileInputFormat.java,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinRawBlockRecordReader,3,0,4,4,53,7,0,1,0.5,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinRawBlockRecordReader.java,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinTransactionFileInputFormat,1,0,1,1,12,1,0,1,0.0,1,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinTransactionFileInputFormat.java,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinTransactionRecordReader,5,0,4,4,51,7,0,1,0.5,1,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinTransactionRecordReader.java,38
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.mapreduce,BitcoinFormatHadoopTest,2,0,40,40,740,49,0,0,0.325,0,3,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\bitcoin\format\mapreduce\BitcoinFormatHadoopTest.java,51
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumBlock,3,0,6,6,26,6,1,0,0.3333333333333333,13,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumBlock.java,23
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumBlockHeader,19,0,38,38,164,41,0,0,0.05263157894736842,7,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumBlockHeader.java,21
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumBlockReader,6,0,8,4,177,26,0,0,0.25,7,6,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumBlockReader.java,34
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumBlockWritable,0,0,2,2,8,2,0,1,-1.0,5,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumBlockWritable.java,26
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumTransaction,12,0,26,26,113,29,1,0,0.07692307692307693,12,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumTransaction.java,23
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumTransactionWritable,0,0,2,2,8,2,0,1,-1.0,0,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumTransactionWritable.java,28
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumUtil,11,10,26,22,598,93,0,0,0.2692307692307692,10,4,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\EthereumUtil.java,44
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumFormatReaderTest,4,1,42,42,1665,75,0,0,0.21428571428571427,1,6,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\ethereum\format\common\EthereumFormatReaderTest.java,41
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common,EthereumUtilTest,12,10,14,14,230,17,0,0,0.8571428571428571,1,8,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\ethereum\format\common\EthereumUtilTest.java,40
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common.rlp,RLPElement,2,0,3,3,14,3,0,1,0.0,2,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\rlp\RLPElement.java,19
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common.rlp,RLPList,1,0,2,2,9,2,0,1,0.0,2,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\rlp\RLPList.java,21
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.common.rlp,RLPObject,0,0,0,0,5,0,2,0,-1.0,3,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\common\rlp\RLPObject.java,18
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.exception,EthereumBlockReadException,0,0,1,1,7,1,0,0,-1.0,0,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\exception\EthereumBlockReadException.java,18
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapred,AbstractEthereumFileInputFormat,1,0,2,1,14,2,1,0,1.0,0,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapred\AbstractEthereumFileInputFormat.java,33
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapred,AbstractEthereumRecordReader,19,6,8,7,117,13,1,0,0.0,3,3,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapred\AbstractEthereumRecordReader.java,40
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapred,EthereumBlockFileInputFormat,0,0,1,1,7,1,0,1,-1.0,2,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapred\EthereumBlockFileInputFormat.java,26
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapred,EthereumBlockRecordReader,1,0,4,4,40,6,0,1,1.0,1,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapred\EthereumBlockRecordReader.java,31
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapred,EthereumFormatHadoopTest,4,0,25,24,334,30,0,0,0.56,1,4,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\ethereum\format\mapred\EthereumFormatHadoopTest.java,49
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapreduce,AbstractEthereumFileInputFormat,0,0,2,1,11,2,1,0,-1.0,0,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapreduce\AbstractEthereumFileInputFormat.java,27
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapreduce,AbstractEthereumRecordReader,16,6,8,7,108,13,1,0,0.0,3,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapreduce\AbstractEthereumRecordReader.java,39
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapreduce,EthereumBlockFileInputFormat,0,0,1,1,7,1,0,1,-1.0,2,1,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapreduce\EthereumBlockFileInputFormat.java,26
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapreduce,EthereumBlockRecordReader,3,0,4,4,48,6,0,1,0.5,1,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\ethereum\format\mapreduce\EthereumBlockRecordReader.java,29
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.format.mapreduce,EthereumFormatHadoopTest,3,0,25,24,368,30,0,0,0.56,1,4,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\ethereum\format\mapreduce\EthereumFormatHadoopTest.java,52
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.format.common,NamecoinUtil,8,7,2,2,66,10,0,0,0.0,5,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\main\java\org\zuinnote\hadoop\namecoin\format\common\NamecoinUtil.java,25
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.format.common,NamecoinAuxPOWTest,5,0,5,5,78,7,0,0,0.8,0,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\namecoin\format\common\NamecoinAuxPOWTest.java,34
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.format.common,NamecoinUtilTest,0,0,5,5,38,5,0,0,-1.0,0,2,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\inputformat\src\test\java\org\zuinnote\hadoop\namecoin\format\common\NamecoinUtilTest.java,26
hadoopcryptoledger,org.zuinnote.presto.bitcoin,BitcoinConnector,0,0,3,3,14,3,0,0,-1.0,0,0,C:\Users\welcome\Desktop\Dal Coursework\Winter_2022\CSCI 5308\Assignments\Assignment_3\hadoopcryptoledger\presto-connector\src\main\java\org\zuinnote\presto\bitcoin\BitcoinConnector.java,24
