Project Name,Package Name,Architecture Smell,Cause of the Smell
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.zuinnote.hadoop.ethereum.format.common
