Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetTransactionHashUDFObjectInspector,53,2,0,347
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,convertToHiveEthereumTransaction,16,1,1,407
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,TestEthereumTransaction,2,1,0,46
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,write,3,1,1,50
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,readFields,3,1,1,55
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getNonce,3,1,0,60
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setNonce,3,1,1,64
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getValue,3,1,0,68
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setValue,3,1,1,72
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getReceiveAddress,3,1,0,76
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setReceiveAddress,3,1,1,80
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getGasPrice,3,1,0,85
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setGasPrice,3,1,1,89
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getGasLimit,3,1,0,93
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setGasLimit,3,1,1,97
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getData,3,1,0,101
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setData,3,1,1,105
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,set,14,1,1,111
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getSig_v,3,1,0,126
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setSig_v,3,1,1,130
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getSig_r,3,1,0,134
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setSig_r,3,1,1,138
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getSig_s,3,1,0,142
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setSig_s,3,1,1,146
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getValueRaw,3,1,0,150
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setValueRaw,3,1,1,154
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getGasLimitRaw,3,1,0,160
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setGasLimitRaw,3,1,1,164
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,getGasPriceRaw,3,1,0,168
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,TestEthereumTransaction,setGasPriceRaw,3,1,1,172
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinExtractFieldUDF,initialize,13,4,1,42
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinExtractFieldUDF,evaluate,15,4,1,71
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinExtractFieldUDF,getDisplayString,3,1,1,98
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinGetNameOperationUDF,evaluate,4,1,1,28
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinUDFTest,extractNamecoinFieldFirstUpdate,16,1,0,39
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinUDFTest,extractNamecoinFieldUpdate,16,1,0,63
hadoopcryptoledger,org.zuinnote.hadoop.namecoin.hive.udf,NamecoinUDFTest,getNameOperationUDF,15,1,0,86
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,BitcoinAuxPOW,7,1,0,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,BitcoinAuxPOW,8,1,6,42
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getVersion,3,1,0,51
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getCoinbaseBranch,3,1,0,55
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,setCoinbaseBranch,3,1,1,58
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getAuxBlockChainBranch,3,1,0,61
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getParentBlockHeader,3,1,0,65
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getCoinbaseTransaction,3,1,0,69
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOW,getParentBlockHeaderHash,3,1,0,73
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,BitcoinAuxPOWBlockHeader,8,1,6,29
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getVersion,3,1,0,38
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getPreviousBlockHash,3,1,0,42
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getMerkleRoot,3,1,0,46
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getTime,3,1,0,50
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getBits,3,1,0,54
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBlockHeader,getNonce,3,1,0,58
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBranch,BitcoinAuxPOWBranch,5,1,3,26
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBranch,getNumberOfLinks,3,1,0,33
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBranch,getLinks,3,1,0,37
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinAuxPOWBranch,getBranchSideBitmask,3,1,0,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,BitcoinBlock,9,1,0,47
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getBlockSize,3,1,0,58
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setBlockSize,3,1,1,62
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getMagicNo,3,1,0,67
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setMagicNo,3,1,1,71
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getVersion,3,1,0,75
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setVersion,3,1,1,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getTime,3,1,0,83
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setTime,3,1,1,87
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getBits,3,1,0,91
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setBits,3,1,1,95
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getNonce,3,1,0,99
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setNonce,3,1,1,103
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getTransactionCounter,3,1,0,107
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setTransactionCounter,3,1,1,112
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getHashPrevBlock,3,1,0,116
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setHashPrevBlock,3,1,1,120
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getHashMerkleRoot,3,1,0,124
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setHashMerkleRoot,3,1,1,128
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getTransactions,3,1,0,132
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setTransactions,3,1,1,136
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,getAuxPOW,3,1,0,140
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,setAuxPOW,3,1,1,145
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlock,set,13,1,1,149
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,BitcoinBlockReader,3,1,5,56
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,BitcoinBlockReader,18,4,6,67
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,seekBlockStart,7,2,0,96
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,readBlock,37,3,0,115
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,parseAuxPow,42,3,1,177
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,parseAuxPOWBranch,13,2,1,253
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,parseTransactions,54,7,2,275
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,parseTransactionInputs,16,2,2,373
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,parseTransactionOutputs,15,2,2,406
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,readRawBlock,51,10,0,436
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,getKeyFromRawBlock,20,3,1,489
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,close,3,1,0,522
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,findMagic,40,6,0,541
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,checkFullBlock,62,9,0,589
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,skipBlocksNotInFilter,46,11,0,665
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockReader,checkForMagicBytes,29,8,1,722
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockWritable,write,3,1,1,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinBlockWritable,readFields,3,1,1,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,BitcoinScriptPatternParser,2,1,0,27
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,getPaymentDestination,36,10,1,30
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,checkP2WPKH,7,2,1,84
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,checkP2WPKHP2SH,13,3,1,101
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,checkP2WSH,7,2,1,126
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,checkPayToHash,13,3,1,143
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptPatternParser,checkPayToPubKey,7,2,1,168
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitness,BitcoinScriptWitness,4,1,2,31
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitness,getWitnessScriptLength,3,1,0,36
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitness,getWitnessScript,3,1,0,40
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitnessItem,BitcoinScriptWitnessItem,4,1,2,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitnessItem,getStackItemCounter,3,1,0,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinScriptWitnessItem,getScriptWitnessList,3,1,0,43
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,BitcoinTransaction,11,1,0,42
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,BitcoinTransaction,11,1,6,54
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,BitcoinTransaction,11,1,9,78
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getVersion,3,1,0,103
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getMarker,3,1,0,107
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getFlag,3,1,0,111
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getInCounter,3,1,0,115
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getListOfInputs,3,1,0,119
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getOutCounter,3,1,0,123
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getListOfOutputs,3,1,0,127
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getBitcoinScriptWitness,3,1,0,131
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,getLockTime,3,1,0,135
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransaction,set,11,1,1,139
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,BitcoinTransactionInput,7,1,5,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,getPrevTransactionHash,3,1,0,42
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,getPreviousTxOutIndex,3,1,0,46
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,getTxInScriptLength,3,1,0,50
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,getTxInScript,3,1,0,54
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionInput,getSeqNo,3,1,0,58
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionOutput,BitcoinTransactionOutput,5,1,3,33
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionOutput,getValue,3,1,0,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionOutput,getTxOutScriptLength,3,1,0,43
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionOutput,getTxOutScript,3,1,0,47
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionWritable,write,3,1,1,32
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinTransactionWritable,readFields,3,1,1,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,BitcoinUtil,2,1,0,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertSignedIntToUnsigned,3,1,1,44
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertIntToByteArray,3,1,1,57
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertLongToByteArray,3,1,1,71
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertBigIntegerToByteArray,18,5,2,85
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertVarIntByteBufferToByteArray,8,1,1,116
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertVarIntByteBufferToLong,4,1,1,137
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getVarIntBI,22,6,1,151
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getVarInt,32,9,1,183
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getVarIntSize,13,4,1,225
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getSize,8,2,1,249
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,reverseByteArray,7,2,1,268
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertHexStringToByteArray,3,1,1,286
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertByteArrayToHexString,3,1,1,299
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,convertIntToDate,3,1,1,312
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,compareMagics,11,4,2,325
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getTransactionHash,36,3,1,350
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinUtil,getTransactionHashSegwit,67,11,1,402
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataGenesisBlockAvailable,9,1,0,45
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataVersion1BlockAvailable,9,1,0,57
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataVersion2BlockAvailable,9,1,0,68
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataVersion3BlockAvailable,9,1,0,80
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataVersion4BlockAvailable,9,1,0,91
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataVersion1SeekBlockAvailable,9,1,0,102
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataTestnet3GenesisBlockAvailable,9,1,0,113
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataTestnet3Version4BlockAvailable,9,1,0,125
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataMultiNetAvailable,9,1,0,138
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataScriptWitnessNetAvailable,9,1,0,149
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,checkTestDataScriptWitness2NetAvailable,9,1,0,160
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseGenesisBlockAsBitcoinRawBlockHeap,18,2,0,173
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion1BlockAsBitcoinRawBlockHeap,18,2,0,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion2BlockAsBitcoinRawBlockHeap,18,2,0,215
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion3BlockAsBitcoinRawBlockHeap,18,2,0,237
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion4BlockAsBitcoinRawBlockHeap,18,2,0,258
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3GenesisBlockAsBitcoinRawBlockHeap,18,2,0,279
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3Version4BlockAsBitcoinRawBlockHeap,18,2,0,300
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseMultiNetAsBitcoinRawBlockHeap,24,2,0,322
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitnessBlockAsBitcoinRawBlockHeap,18,2,0,350
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitness2BlockAsBitcoinRawBlockHeap,21,2,0,372
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseGenesisBlockAsBitcoinRawBlockDirect,18,2,0,397
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion1BlockAsBitcoinRawBlockDirect,18,2,0,418
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion2BlockAsBitcoinRawBlockDirect,18,2,0,439
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion3BlockAsBitcoinRawBlockDirect,18,2,0,460
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion4BlockAsBitcoinRawBlockDirect,18,2,0,481
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3GenesisBlockAsBitcoinRawBlockDirect,18,2,0,502
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3Version4BlockAsBitcoinRawBlockDirect,18,2,0,523
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseMultiNetAsBitcoinRawBlockDirect,24,2,0,544
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitnessBlockAsBitcoinRawBlockDirect,18,2,0,572
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitness2BlockAsBitcoinRawBlockDirect,21,2,0,593
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseGenesisBlockAsBitcoinBlockHeap,22,2,0,619
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3GenesisBlockAsBitcoinBlockHeap,21,2,0,644
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion1BlockAsBitcoinBlockHeap,21,2,0,667
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion2BlockAsBitcoinBlockHeap,21,2,0,690
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion3BlockAsBitcoinBlockHeap,21,2,0,713
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion4BlockAsBitcoinBlockHeap,21,2,0,736
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3Version4BlockAsBitcoinBlockHeap,21,2,0,759
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseMultiNetBlockAsBitcoinBlockHeap,33,2,0,782
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitnessBlockAsBitcoinBlockHeap,17,2,0,817
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitness2BlockAsBitcoinBlockHeap,19,2,0,838
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseGenesisBlockAsBitcoinBlockDirect,21,2,0,860
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3GenesisBlockAsBitcoinBlockDirect,21,2,0,884
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion1BlockAsBitcoinBlockDirect,21,2,0,908
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion2BlockAsBitcoinBlockDirect,21,2,0,931
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion3BlockAsBitcoinBlockDirect,21,2,0,954
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseVersion4BlockAsBitcoinBlockDirect,21,2,0,977
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseTestNet3Version4BlockAsBitcoinBlockDirect,21,2,0,1001
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseMultiNetBlockAsBitcoinBlockDirect,33,2,0,1024
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitnessBlockAsBitcoinBlockDirect,17,2,0,1060
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,parseScriptWitness2BlockAsBitcoinBlockDirect,19,2,0,1080
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,seekBlockStartHeap,19,2,0,1102
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,seekBlockStartDirect,19,2,0,1124
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.format.common,BitcoinFormatReaderTest,getKeyFromRawBlockHeap,21,2,0,1146
