Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,setHashPrevBlock,3,1,1,120
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,getHashMerkleRoot,3,1,0,124
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,setHashMerkleRoot,3,1,1,128
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,getTransactions,3,1,0,132
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,setTransactions,3,1,1,136
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,getAuxPOW,3,1,0,140
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,setAuxPOW,3,1,1,145
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,set,13,1,1,149
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,write,3,1,1,163
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinBlock,readFields,3,1,1,170
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,HiveBitcoinTransaction,11,1,0,45
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,HiveBitcoinTransaction,11,1,6,57
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,HiveBitcoinTransaction,11,1,9,81
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getVersion,3,1,0,106
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getMarker,3,1,0,110
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getFlag,3,1,0,114
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getInCounter,3,1,0,118
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getListOfInputs,3,1,0,122
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getOutCounter,3,1,0,126
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getListOfOutputs,3,1,0,130
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getBitcoinScriptWitness,3,1,0,134
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,getLockTime,3,1,0,138
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,set,11,1,1,142
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,write,3,1,1,155
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransaction,readFields,3,1,1,162
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransactionOutput,HiveBitcoinTransactionOutput,5,1,3,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransactionOutput,getValue,3,1,0,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransactionOutput,getTxOutScriptLength,3,1,0,45
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.datatypes,HiveBitcoinTransactionOutput,getTxOutScript,3,1,0,49
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,deserialize,7,2,1,81
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,getObjectInspector,3,1,0,92
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,getSerDeStats,3,1,0,97
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,getSerializedClass,3,1,0,103
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,initialize,30,6,2,107
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,39,5,1,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockStorageFormatDescriptor,getNames,5,1,0,28
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockStorageFormatDescriptor,getInputFormat,3,1,0,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockStorageFormatDescriptor,getOutputFormat,3,1,0,38
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockStorageFormatDescriptor,getSerde,3,1,0,42
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,checkTestDataGenesisBlockAvailable,9,1,0,49
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,initializePositive,16,1,0,60
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,28,2,0,79
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,HiveEthereumBlock,2,1,0,34
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,HiveEthereumBlock,5,1,3,38
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,getEthereumBlockHeader,3,1,0,44
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,getUncleHeaders,3,1,0,49
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,getEthereumTransactions,3,1,0,55
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,set,5,1,1,59
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,write,3,1,1,65
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlock,readFields,3,1,1,70
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,HiveEthereumBlockHeader,2,1,0,52
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getParentHash,3,1,0,58
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setParentHash,3,1,1,64
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getUncleHash,3,1,0,70
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setUncleHash,3,1,1,76
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getCoinBase,3,1,0,82
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setCoinBase,3,1,1,88
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getStateRoot,3,1,0,94
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setStateRoot,3,1,1,100
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getTxTrieRoot,3,1,0,106
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setTxTrieRoot,3,1,1,112
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getReceiptTrieRoot,3,1,0,118
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setReceiptTrieRoot,3,1,1,124
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getLogsBloom,3,1,0,130
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setLogsBloom,3,1,1,136
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getDifficulty,3,1,0,142
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setDifficulty,3,1,1,148
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getTimestamp,3,1,0,154
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setTimestamp,3,1,1,160
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getNumber,3,1,0,166
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setNumber,3,1,1,172
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getGasLimit,3,1,0,178
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setGasLimit,3,1,1,184
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getGasUsed,3,1,0,190
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setGasUsed,3,1,1,196
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getMixHash,3,1,0,202
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setMixHash,3,1,1,208
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getExtraData,3,1,0,214
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setExtraData,3,1,1,220
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getNonce,3,1,0,226
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setNonce,3,1,1,232
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,set,20,1,1,240
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getNumberRaw,3,1,0,263
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setNumberRaw,3,1,1,269
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getGasLimitRaw,3,1,0,275
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setGasLimitRaw,3,1,1,281
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,getGasUsedRaw,3,1,0,287
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumBlockHeader,setGasUsedRaw,3,1,1,293
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,HiveEthereumTransaction,2,1,0,45
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,write,3,1,1,49
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,readFields,3,1,1,54
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getNonce,3,1,0,59
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setNonce,3,1,1,63
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getValue,3,1,0,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setValue,3,1,1,71
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getReceiveAddress,3,1,0,75
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setReceiveAddress,3,1,1,79
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getGasPrice,3,1,0,84
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setGasPrice,3,1,1,88
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getGasLimit,3,1,0,92
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setGasLimit,3,1,1,96
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getData,3,1,0,100
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setData,3,1,1,104
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,set,14,1,1,110
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getSig_v,3,1,0,125
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setSig_v,3,1,1,129
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getSig_r,3,1,0,133
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setSig_r,3,1,1,137
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getSig_s,3,1,0,141
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setSig_s,3,1,1,145
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getValueRaw,3,1,0,149
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setValueRaw,3,1,1,153
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getGasPriceRaw,3,1,0,157
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setGasPriceRaw,3,1,1,161
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,getGasLimitRaw,3,1,0,165
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.datatypes,HiveEthereumTransaction,setGasLimitRaw,3,1,1,169
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,initialize,15,3,2,49
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,deserialize,7,2,1,73
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,getObjectInspector,3,1,0,82
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,getSerDeStats,3,1,0,87
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,convertToHiveEthereumBlock,64,3,1,94
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockStorageFormatDescriptor,getNames,5,1,0,27
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockStorageFormatDescriptor,getInputFormat,3,1,0,34
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockStorageFormatDescriptor,getOutputFormat,3,1,0,39
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockStorageFormatDescriptor,getSerde,3,1,0,44
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,checkTestDataBlock1346406Available,9,1,0,43
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,initializePositive,10,1,0,54
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,20,1,0,67
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinScriptPaymentPatternAnalyzerUDF,evaluate,12,3,1,44
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,getDisplayString,3,1,1,78
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,initialize,18,4,1,90
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,evaluate,54,4,1,125
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,28,3,2,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,21,3,2,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,37,5,2,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashUDF,getDisplayString,3,1,1,71
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashUDF,initialize,17,4,1,83
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashUDF,evaluate,45,4,1,117
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashUDF,readListOfInputsFromTable,28,3,2,175
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashUDF,readListOfOutputsFromTable,21,3,2,214
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFUtil,convertToBitcoinTransaction,9,2,1,34
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinScriptPaymentPatternAnalyzerUDFNotNull,8,1,0,52
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinScriptPaymentPatternAnalyzerUDFPaymentDestinationNull,7,1,0,62
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinScriptPaymentPatternAnalyzerUDFNull,4,1,0,72
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashUDFInvalidArguments,8,1,0,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashUDFNull,7,1,0,91
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashUDFWriteable,28,1,0,101
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashUDFObjectInspector,28,1,0,135
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashSegwitUDFInvalidArguments,8,1,0,169
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashSegwitUDFNull,7,1,0,181
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashSegwitUDFWriteable,44,1,0,193
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinUDFTest,BitcoinTransactionHashSegwitUDFObjectInspector,44,1,0,252
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitness,TestBitcoinScriptWitness,4,1,2,30
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitness,getWitnessScriptLength,3,1,0,35
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitness,getWitnessScript,3,1,0,39
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitness,write,3,1,1,43
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitness,readFields,3,1,1,49
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitnessItem,TestBitcoinScriptWitnessItem,4,1,2,32
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitnessItem,getStackItemCounter,3,1,0,37
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitnessItem,getScriptWitnessList,3,1,0,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitnessItem,write,3,1,1,45
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinScriptWitnessItem,readFields,3,1,1,51
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,TestBitcoinTransaction,11,1,0,41
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,TestBitcoinTransaction,11,1,6,53
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,TestBitcoinTransaction,11,1,9,65
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getMarker,3,1,0,78
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getFlag,3,1,0,82
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getVersion,3,1,0,86
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getInCounter,3,1,0,90
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getListOfInputs,3,1,0,94
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getOutCounter,3,1,0,98
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getListOfOutputs,3,1,0,102
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getListOfScriptWitnessItem,3,1,0,106
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,getLockTime,3,1,0,110
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,set,11,1,1,114
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,write,3,1,1,127
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransaction,readFields,3,1,1,134
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,TestBitcoinTransactionInput,7,1,5,36
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,getPrevTransactionHash,3,1,0,44
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,getPreviousTxOutIndex,3,1,0,48
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,getTxInScriptLength,3,1,0,52
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,getTxInScript,3,1,0,56
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionInput,getSeqNo,3,1,0,60
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionOutput,TestBitcoinTransactionOutput,5,1,3,37
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionOutput,getValue,3,1,0,43
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionOutput,getTxOutScriptLength,3,1,0,47
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,TestBitcoinTransactionOutput,getTxOutScript,3,1,0,51
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetChainIdUDF,initialize,13,4,1,41
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetChainIdUDF,evaluate,11,3,1,56
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetChainIdUDF,getDisplayString,3,1,1,69
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetSendAddressUDF,initialize,16,5,1,45
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetSendAddressUDF,evaluate,11,3,1,63
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetSendAddressUDF,getDisplayString,3,1,1,76
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetTransactionHashUDF,initialize,13,4,1,43
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetTransactionHashUDF,evaluate,11,3,1,58
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumGetTransactionHashUDF,getDisplayString,3,1,1,71
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFUtil,EthereumUDFUtil,3,1,1,36
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFUtil,getEthereumTransactionFromObject,44,3,1,45
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFUtil,convertToEthereumTransaction,13,1,1,96
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,checkTestDataBlock1346406Available,9,1,0,54
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetChainIdUDFNull,7,1,0,65
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetSendAddressUDFNull,8,1,0,74
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetTransactionHashUDFNull,7,1,0,84
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetChainIdUDFWritable,35,2,0,93
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetChainIdUDFObjectInspector,47,2,0,135
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetSendAddressUDFWritable,42,2,0,188
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetSendAddressUDFObjectInspector,54,2,0,238
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.udf,EthereumUDFTest,EthereumGetTransactionHashUDFWritable,41,2,0,299
