deployment_project_reference,deployment_guid,latitude,longitude,time,recovery_datetime_utc,array_name,bottom_depth,depth,deployment_comments,datacenter_reference
CASC,nepCASCCASC_HD007-VR2-4044-600,45.05256667,-124.0868333,2006-10-01T00:26:00Z,2007-05-01T19:28:00Z,CASC,64,64,Null,nep
CASC,nepCASCCASC_HD007-VR2-4063-1417,45.05233,-124.08652,2009-04-10T07:26:00Z,2009-07-30T05:05:00Z,CASC,64,64,Null,nep
CASC,nepCASCCASC_HD007-VR2W-102757-1867,45.052017,-124.07515,2011-04-07T18:28:00Z,2012-06-18T03:00:00Z,CASC,54.9,49.9,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD008-VR2-4045-601,45.05256667,-124.0968833,2006-10-01T00:35:00Z,2007-05-01T20:19:00Z,CASC,73.2,73.2,Null,nep
CASC,nepCASCCASC_HD008-VR2-4064-1418,45.05236,-124.09642,2009-04-10T07:32:00Z,2009-07-30T04:46:00Z,CASC,73.2,73.2,Null,nep
CASC,nepCASCCASC_HD008-VR2W-102760-1868,45.05196,-124.08337,2011-04-07T18:37:00Z,2012-06-18T03:00:00Z,CASC,60.4,55.4,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD009-VR2-4048-602,45.0527,-124.1068167,2006-10-01T00:46:00Z,2007-05-02T02:32:00Z,CASC,78.6,78.6,Null,nep
CASC,nepCASCCASC_HD009-VR2-4065-1419,45.05249,-124.10695,2009-04-10T07:38:00Z,2009-07-30T03:42:00Z,CASC,78.6,78.6,Null,nep
CASC,nepCASCCASC_HD009-VR2W-102762-1869,45.0521,-124.09158,2011-04-07T18:48:00Z,2011-09-30T01:40:00Z,CASC,68.2,63.2,Null,nep
CASC,nepCASCCASC_HD010-VR2-4049-603,45.0527,-124.11685,2006-10-01T00:57:00Z,2007-05-02T02:20:00Z,CASC,86,86,Null,nep
CASC,nepCASCCASC_HD010-VR2-4066-1420,45.05254,-124.11637,2009-04-10T07:46:00Z,2009-07-30T03:22:00Z,CASC,86,86,Null,nep
CASC,nepCASCCASC_HD010-VR2W-102763-1870,45.05205,-124.09919,2011-04-07T19:00:00Z,2011-09-30T02:45:00Z,CASC,75,70,Null,nep
CASC,nepCASCCASC_HD011-VR2-4050-604,45.05256667,-124.1268833,2006-10-01T01:06:00Z,2007-05-02T02:03:00Z,CASC,91.4,91.4,Null,nep
CASC,nepCASCCASC_HD011-VR2-4068-1421,45.05265,-124.12671,2009-04-10T07:53:00Z,2009-07-30T03:05:00Z,CASC,91.4,91.4,Null,nep
CASC,nepCASCCASC_HD011-VR2W-102764-1871,45.05209,-124.1079,2011-04-07T19:12:00Z,2011-09-30T02:17:00Z,CASC,79.2,74.2,Null,nep
CASC,nepCASCCASC_HD012-VR2-4061-605,45.05288333,-124.1370167,2006-10-01T01:18:00Z,2007-05-01T23:20:00Z,CASC,95.1,95.1,Null,nep
CASC,nepCASCCASC_HD012-VR2-4070-1422,45.05278,-124.13669,2009-04-10T08:01:00Z,2009-07-30T18:42:00Z,CASC,96.9,96.9,Null,nep
CASC,nepCASCCASC_HD012-VR2W-102765-1872,45.05219,-124.11613,2011-04-07T19:41:00Z,2011-09-30T03:40:00Z,CASC,84.1,79.1,Null,nep
CASC,nepCASCCASC_HD013-VR2-4062-606,45.05291667,-124.1468667,2006-10-01T01:28:00Z,2007-05-02T00:07:00Z,CASC,100.6,100.6,Null,nep
CASC,nepCASCCASC_HD013-VR2-6856-1423,45.05291,-124.14661,2009-04-10T08:11:00Z,2009-07-30T02:19:00Z,CASC,100.6,100.6,Null,nep
CASC,nepCASCCASC_HD013-VR2W-102766-1873,45.0521,-124.12421,2011-04-07T19:50:00Z,2011-09-30T03:59:00Z,CASC,87.8,82.8,Null,nep
CASC,nepCASCCASC_HD014-VR2-4063-607,45.05313333,-124.1571333,2006-10-01T01:38:00Z,2007-05-02T00:24:00Z,CASC,104.2,104.2,Null,nep
CASC,nepCASCCASC_HD014-VR2-6857-1424,45.05312,-124.15773,2009-04-10T08:19:00Z,2009-07-30T02:02:00Z,CASC,104.2,104.2,Null,nep
CASC,nepCASCCASC_HD014-VR2W-102769-1874,45.05204,-124.13287,2011-04-07T20:02:00Z,2011-09-30T04:18:00Z,CASC,93.3,88.3,Null,nep
CASC,nepCASCCASC_HD015-VR2-4064-608,45.053,-124.1671167,2006-10-01T01:52:00Z,2007-05-02T00:41:00Z,CASC,107.9,107.9,Null,nep
CASC,nepCASCCASC_HD015-VR2-6858-1395,45.05304,-124.16695,2009-04-10T08:26:00Z,,CASC,109.7,109.7,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD015-VR2W-102770-1875,45.05222,-124.1405,2011-04-07T20:10:00Z,2011-09-30T04:36:00Z,CASC,96,91,Null,nep
CASC,nepCASCCASC_HD016-VR2-4065-609,45.05318333,-124.17705,2006-10-01T02:04:00Z,2007-05-02T01:05:00Z,CASC,113.4,113.4,Null,nep
CASC,nepCASCCASC_HD016-VR2-6860-1386,45.05319,-124.17685,2009-04-10T08:34:00Z,2010-01-28T03:59:00Z,CASC,113.4,113.4,"LOST AND FOUND UNIT, found at Rose Point (spit) on Graham Island; NE corner of the QCS",nep
CASC,nepCASCCASC_HD016-VR2W-102771-1876,45.05214,-124.1486,2011-04-07T20:37:00Z,2011-09-30T04:48:00Z,CASC,100.6,95.6,Null,nep
CASC,nepCASCCASC_HD017-VR2-4066-610,45.05341667,-124.1871667,2006-10-01T02:19:00Z,2007-05-03T16:50:00Z,CASC,120.7,120.7,Null,nep
CASC,nepCASCCASC_HD017-VR2-6867-1425,45.0533,-124.18603,2009-04-10T08:45:00Z,2009-07-30T00:33:00Z,CASC,120.7,120.7,Null,nep
CASC,nepCASCCASC_HD017-VR2W-102772-1877,45.05224,-124.1569,2011-04-07T20:47:00Z,2011-09-30T05:08:00Z,CASC,104.2,99.2,Null,nep
CASC,nepCASCCASC_HD018-VR2-4067-611,45.05341667,-124.1971167,2006-10-01T02:32:00Z,2007-05-03T20:25:00Z,CASC,126.2,126.2,Null,nep
CASC,nepCASCCASC_HD018-VR2-6861-1426,45.05336,-124.19728,2009-04-10T08:55:00Z,2009-07-30T22:57:00Z,CASC,128,128,Null,nep
CASC,nepCASCCASC_HD018-VR2W-102773-1878,45.05238,-124.16524,2011-04-07T20:57:00Z,2011-09-30T05:30:00Z,CASC,108.8,103.8,Null,nep
CASC,nepCASCCASC_HD019-VR2-4068-612,45.05353333,-124.2072333,2006-10-01T02:45:00Z,2007-05-03T20:14:00Z,CASC,131.7,131.7,Null,nep
CASC,nepCASCCASC_HD019-VR2-6862-1427,45.05355,-124.20705,2009-04-10T09:09:00Z,2009-07-29T23:47:00Z,CASC,133.5,133.5,Null,nep
CASC,nepCASCCASC_HD019-VR2W-102775-1879,45.05223,-124.17303,2011-04-07T21:05:00Z,2011-09-30T06:05:00Z,CASC,111.6,106.6,Null,nep
CASC,nepCASCCASC_HD020-VR2-4069-613,45.0536,-124.2172167,2006-10-01T02:57:00Z,2007-05-03T18:39:00Z,CASC,137.2,137.2,Null,nep
CASC,nepCASCCASC_HD020-VR2-6865-1388,45.07,-124.2208333,2009-04-10T09:21:00Z,2009-07-05T03:00:00Z,CASC,140.8,140.8,LOST AND FOUND UNIT; Recovered during fishing activities,nep
CASC,nepCASCCASC_HD020-VR2W-102777-1880,45.05241,-124.1813,2011-04-07T21:14:00Z,2011-09-30T06:25:00Z,CASC,119.2,114.2,Null,nep
CASC,nepCASCCASC_HD021-VR2-4070-614,45.05366667,-124.2274,2006-10-01T03:13:00Z,2007-05-03T19:05:00Z,CASC,142.6,142.6,Null,nep
CASC,nepCASCCASC_HD021-VR2-6866-1428,45.05362,-124.2275,2009-04-10T09:29:00Z,2009-07-29T23:21:00Z,CASC,144.5,144.5,Null,nep
CASC,nepCASCCASC_HD021-VR2W-103992-1881,45.0524,-124.18941,2011-04-07T21:24:00Z,2011-09-30T06:45:00Z,CASC,122.5,117.5,Null,nep
CASC,nepCASCCASC_HD022-VR2-4120-615,45.05393333,-124.2376,2006-10-01T03:25:00Z,2008-03-16T02:59:00Z,CASC,148.1,148.1,"LOST AND FOUND UNIT, Found on Kahuku Beach near Turtle Bay, Hawaii - UNIT EMPTY, NO DETECTIONS",nep
CASC,nepCASCCASC_HD022-VR2-6868-1429,45.0537,-124.23727,2009-04-10T09:39:00Z,2009-07-29T22:42:00Z,CASC,148.1,148.1,Null,nep
CASC,nepCASCCASC_HD022-VR2W-103993-1882,45.05238,-124.19769,2011-04-07T21:35:00Z,2011-09-30T07:20:00Z,CASC,126.6,121.6,Null,nep
CASC,nepCASCCASC_HD023-VR2-4121-616,45.05396667,-124.2475,2006-10-01T03:38:00Z,2007-05-03T19:32:00Z,CASC,153.6,148.6,UNIT PULLED OUT OF LOCATION.  ,nep
CASC,nepCASCCASC_HD023-VR2-6869-1430,45.0539,-124.24759,2009-04-10T09:50:00Z,2009-07-29T22:07:00Z,CASC,155.4,155.4,Null,nep
CASC,nepCASCCASC_HD023-VR2W-103997-1883,45.05225,-124.20621,2011-04-07T21:47:00Z,2011-09-30T07:40:00Z,CASC,132,127,Null,nep
CASC,nepCASCCASC_HD024-VR2-4122-617,45.05418333,-124.2575,2006-10-01T03:52:00Z,2007-05-03T23:35:00Z,CASC,157.3,157.3,Null,nep
CASC,nepCASCCASC_HD024-VR2-6870-1431,45.05408,-124.25729,2009-04-10T09:58:00Z,2009-07-29T20:25:00Z,CASC,159.1,149.1,Null,nep
CASC,nepCASCCASC_HD024-VR2W-104000-1884,45.05261,-124.21413,2011-04-07T22:00:00Z,2011-09-30T20:05:00Z,CASC,139,134,Null,nep
CASC,nepCASCCASC_HD025-VR2-4123-618,45.05405,-124.2675833,2006-10-01T04:05:00Z,2007-05-03T23:20:00Z,CASC,160.9,155.9,Null,nep
CASC,nepCASCCASC_HD025-VR2-6871-1432,45.05407,-124.2672,2009-04-10T10:09:00Z,2009-07-30T23:42:00Z,CASC,164.6,144.6,Null,nep
CASC,nepCASCCASC_HD025-VR2W-104001-1885,45.05245,-124.22237,2011-04-07T22:10:00Z,2011-09-30T20:22:00Z,CASC,140.8,135.8,Null,nep
CASC,nepCASCCASC_HD026-VR2-4124-619,45.0544,-124.2777667,2006-10-01T04:19:00Z,2007-05-03T21:30:00Z,CASC,164.6,164.6,Null,nep
CASC,nepCASCCASC_HD026-VR2-6872-1389,45.05418,-124.27785,2009-04-10T10:40:00Z,2009-04-23T10:00:00Z,CASC,168.2,148.2,LOST AND FOUND UNIT; Recovered during fishing activities,nep
CASC,nepCASCCASC_HD026-VR2W-104002-1886,45.05255,-124.23041,2011-04-07T22:18:00Z,2011-09-30T20:45:00Z,CASC,145.2,140.2,Null,nep
CASC,nepCASCCASC_HD027-VR2-4127-620,45.0546,-124.2879,2006-10-01T04:31:00Z,2007-05-03T22:04:00Z,CASC,168.2,118.2,Null,nep
CASC,nepCASCCASC_HD027-VR2-6873-1390,45.0545,-124.28739,2009-04-10T10:54:00Z,2009-06-05T02:59:00Z,CASC,171.9,151.9,LOST AND FOUND UNIT; Recovered during fishing activities,nep
CASC,nepCASCCASC_HD027-VR2W-104971-1887,45.05274,-124.23894,2011-04-07T22:28:00Z,2011-09-30T21:07:00Z,CASC,150.5,145.5,Null,nep
CASC,nepCASCCASC_HD028-VR2-4042-1391,45.86,-124.34367,2009-04-10T11:21:00Z,2009-07-23T02:59:00Z,CASC,175.6,125.6,LOST AND FOUND UNIT; Recovered during fishing activities.,nep
CASC,nepCASCCASC_HD028-VR2-4905-621,45.05461667,-124.298,2006-10-01T04:42:00Z,,CASC,171.9,121.9,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD028-VR2W-104972-1888,45.05248,-124.24676,2011-04-07T22:36:00Z,2012-06-18T03:00:00Z,CASC,154.5,149.5,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD029-VR2-4044-1433,45.05458,-124.30808,2009-04-10T11:38:00Z,2009-08-05T21:13:00Z,CASC,181.1,131.1,Null,nep
CASC,nepCASCCASC_HD029-VR2-4907-622,45.05453333,-124.3081833,2006-10-01T04:54:00Z,2007-05-03T22:25:00Z,CASC,177.4,127.4,Null,nep
CASC,nepCASCCASC_HD029-VR2W-104973-1889,45.05267,-124.25481,2011-04-07T22:48:00Z,2011-09-30T21:45:00Z,CASC,157.6,152.6,Null,nep
CASC,nepCASCCASC_HD030-VR2-4045-1434,45.0546,-124.31765,2009-04-10T11:59:00Z,2009-07-31T01:19:00Z,CASC,188.4,138.4,Null,nep
CASC,nepCASCCASC_HD030-VR2-4909-623,45.05455,-124.3200167,2006-10-01T05:08:00Z,2007-05-03T22:45:00Z,CASC,184.7,134.7,Null,nep
CASC,nepCASCCASC_HD030-VR2W-104974-1890,45.0527,-124.26301,2011-04-07T22:55:00Z,2012-06-18T03:00:00Z,CASC,161.3,156.3,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD031-VR2W-104976-1891,45.0527,-124.27136,2011-04-07T23:03:00Z,2011-06-22T02:59:00Z,CASC,164.6,159.6,LOST AND FOUND UNIT. PULLED FROM DEPLOYED LOCATION BY FISHING ACTIVITIES.,nep
CASC,nepCASCCASC_HD032-VR2W-104977-1892,45.05276,-124.27927,2011-04-08T00:10:00Z,2011-05-30T02:59:00Z,CASC,167.9,142.9,LOST AND FOUND UNIT. REMOVED FROM DEPLOYED POSITION BY FISHING ACTIVITIES. ESTIMATED RECOVERY COORDINATES.,nep
CASC,nepCASCCASC_HD033-VR2W-104978-1893,45.05276,-124.28753,2011-04-08T00:18:00Z,2011-09-30T22:28:00Z,CASC,171,146,Null,nep
CASC,nepCASCCASC_HD034-VR2W-104979-1894,45.05283,-124.29565,2011-04-08T00:33:00Z,2011-09-30T23:20:00Z,CASC,174.1,124.1,Null,nep
CASC,nepCASCCASC_HD035-VR2W-104980-1895,45.05279,-124.30381,2011-04-08T00:44:00Z,2011-10-01T00:00:00Z,CASC,177.4,127.4,Null,nep
CASC,nepCASCCASC_HD036-VR2W-104981-1896,45.05279,-124.312,2011-04-08T00:53:00Z,2011-10-01T00:40:00Z,CASC,182.1,132.1,Null,nep
CASC,nepCASCCASC_HD037-VR2W-105023-1897,45.05276,-124.32016,2011-04-08T01:02:00Z,2011-10-01T01:15:00Z,CASC,186.5,136.5,Null,nep
CASC,nepCASCCASC_HD038-VR2W-107562-1898,45.05284,-124.32832,2011-04-08T01:10:00Z,2011-10-01T01:35:00Z,CASC,193.9,143.9,Null,nep
CASC,nepCASCCASC_HD039-VR2W-107563-1899,45.05282,-124.33644,2011-04-08T01:36:00Z,2011-10-01T01:55:00Z,CASC,201.2,126.2,Null,nep
CASC,nepCASCCASC_HD040-VR2W-107579-1900,45.05276,-124.34466,2011-04-08T01:44:00Z,2011-10-01T02:25:00Z,CASC,208.5,133.5,Null,nep
CASC,nepCASCCASC_HD041-VR2W-107580-1901,45.05301,-124.35281,2011-04-08T01:53:00Z,2012-06-15T18:30:00Z,CASC,217.6,142.6,Null,nep
CASC,nepCASCCASC_HD042-VR2W-107581-1902,45.05306,-124.3609,2011-04-08T02:28:00Z,2011-10-01T03:20:00Z,CASC,226.8,126.8,Null,nep
CASC,nepCASCCASC_HD043-VR2W-107582-1903,45.05313,-124.36919,2011-04-08T02:37:00Z,2011-10-01T03:40:00Z,CASC,237.7,137.7,Null,nep
CASC,nepCASCCASC_HD044-VR2W-107583-1904,45.05288,-124.37743,2011-04-08T02:46:00Z,2011-10-01T04:10:00Z,CASC,250.5,150.5,Null,nep
CASC,nepCASCCASC_HD045-VR2W-107584-1905,45.0531,-124.38551,2011-04-08T02:56:00Z,2012-06-18T03:00:00Z,CASC,259.7,134.7,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD046-VR2W-107585-1906,45.05313,-124.39368,2011-04-08T03:04:00Z,2011-10-01T05:08:00Z,CASC,270.7,145.7,Null,nep
CASC,nepCASCCASC_HD047-VR2W-107587-1907,45.0529,-124.40179,2011-04-08T03:17:00Z,2011-06-04T02:59:00Z,CASC,283.5,158.5,LOST AND FOUND UNITS. PULLED FROM DEPLOYED POSITION BY FISHING ACTIVITIES.,nep
CASC,nepCASCCASC_HD048-VR2W-107588-1908,45.05328,-124.4099,2011-04-08T03:40:00Z,2011-10-01T18:30:00Z,CASC,294.4,144.4,Null,nep
CASC,nepCASCCASC_HD049-VR2W-107589-1909,45.05326,-124.41812,2011-04-08T03:50:00Z,2011-11-19T03:59:00Z,CASC,299.9,149.9,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD050-VR2W-107590-1910,44.95,-124.46667,2011-04-08T03:59:00Z,2011-09-22T02:59:00Z,CASC,310.9,160.9,LOST AND FOUND UNIT. FOUND FLOATING.,nep
CASC,nepCASCCASC_HD051-VR2W-107591-1911,45.0532,-124.43442,2011-04-08T04:12:00Z,2012-06-15T03:00:00Z,CASC,316.4,166.4,Null,nep
CASC,nepCASCCASC_HD052-VR2W-107592-1912,45.05335,-124.44257,2011-04-08T04:28:00Z,2011-09-22T02:59:00Z,CASC,325.5,150.5,LOST AND FOUND UNIT. PULLED FROM DEPLOYED POSITION BY FISHING ACTIVITIES.,nep
CASC,nepCASCCASC_HD053-VR2W-107593-1913,45.05335,-124.4506,2011-04-08T04:46:00Z,2011-10-01T19:51:00Z,CASC,329.2,154.2,Null,nep
CASC,nepCASCCASC_HD054-VR2W-107594-1914,45.05332,-124.4589,2011-04-08T05:58:00Z,2011-06-04T02:59:00Z,CASC,336.5,161.5,LOST AND FOUND UNIT. PULLED FROM DEPLOYED POSITION BY FISHING ACTIVITIES.,nep
CASC,nepCASCCASC_HD055-VR2W-107595-1915,45.05318333,-124.4672667,2011-04-08T05:20:00Z,2011-10-01T20:20:00Z,CASC,342,142,Null,nep
CASC,nepCASCCASC_HD056-VR2W-107597-1916,45.0532,-124.47558,2011-04-08T05:31:00Z,2011-10-01T21:00:00Z,CASC,347.5,147.5,Null,nep
CASC,nepCASCCASC_HD057-VR2W-107598-1917,45.05348,-124.48342,2011-04-08T05:41:00Z,2011-10-01T21:30:00Z,CASC,353,153,Null,nep
CASC,nepCASCCASC_HD058-VR2W-107599-1918,45.05353,-124.49176,2011-04-19T20:24:00Z,2012-06-16T01:10:00Z,CASC,358.4,158.4,Null,nep
CASC,nepCASCCASC_HD059-VR2W-107600-1919,45.05358,-124.49987,2011-04-19T20:16:00Z,2011-10-01T22:20:00Z,CASC,362.1,162.1,Null,nep
CASC,nepCASCCASC_HD060-VR2W-107601-1920,45.05367,-124.50804,2011-04-19T20:08:00Z,2011-10-01T23:50:00Z,CASC,365.8,140.8,Null,nep
CASC,nepCASCCASC_HD061-VR2W-107602-1921,45.05357,-124.51608,2011-04-19T19:58:00Z,2011-10-02T00:30:00Z,CASC,369.4,144.4,Null,nep
CASC,nepCASCCASC_HD062-VR2W-107603-1922,45.05369,-124.52432,2011-04-19T19:47:00Z,2011-10-02T01:02:00Z,CASC,371.2,146.2,Null,nep
CASC,nepCASCCASC_HD063-VR2W-107604-1923,45.05363,-124.53249,2011-04-19T19:38:00Z,2012-06-17T06:20:00Z,CASC,374.9,149.9,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD064-VR2W-107605-1924,45.05373,-124.54069,2011-04-19T19:28:00Z,2012-06-16T06:05:00Z,CASC,378.6,128.6,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD065-VR2W-107650-1925,45.05376,-124.54869,2011-04-19T19:20:00Z,2012-06-16T03:00:00Z,CASC,385.9,135.9,Null,nep
CASC,nepCASCCASC_HD066-VR2W-107651-1926,45.05372,-124.55688,2011-04-19T19:12:00Z,2012-06-17T04:10:00Z,CASC,391.4,141.4,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD067-VR2W-107652-1927,45.05377,-124.56521,2011-04-19T19:23:00Z,2012-06-17T01:35:00Z,CASC,396.8,146.8,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD068-VR2W-107653-1928,45.05389,-124.5732,2011-04-19T18:55:00Z,2012-06-16T23:45:00Z,CASC,404.2,154.2,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD069-VR2W-107654-1929,45.05391,-124.58157,2011-04-19T18:47:00Z,2012-06-16T21:20:00Z,CASC,411.5,161.5,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD070-VR2W-107655-1930,45.05375,-124.5897,2011-04-19T18:38:00Z,2011-12-31T21:20:00Z,CASC,420.6,145.6,LOST UNIT - UNABLE TO LOCATE,nep
CASC,nepCASCCASC_HD071-VR2W-107656-1931,45.05398,-124.59789,2011-04-19T18:18:00Z,2012-06-16T19:40:00Z,CASC,427.9,152.9,LOST UNIT - UNABLE TO LOCATE,nep
CCSALMON,nepCCSALMONBURIAL_HO1-VR2W-107600-2017_08_31T19,48.76977,-123.56252,2017-08-31T22:00:00Z,,CCSALMON,13.411,0,LOST UNIT - UNABLE TO LOCATE,nep
CCSALMON,nepCCSALMONBURIAL_HO2-VR2W-107599-2017_08_31T18,48.76995,-123.56323,2017-08-31T21:44:00Z,2018-03-08T11:00:00Z,CCSALMON,19.202,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONBURIAL_HO3-VR2W-107601-2017_08_31T19,48.76878,-123.5641,2017-08-31T22:16:00Z,2018-03-08T11:00:00Z,CCSALMON,12.497,0,RECOVERY TIME ESTIMATED; UNIT WAS INITIALIZED TO WRONG CODE MAP AND DATA FILE WAS RECOVERED BY VEMCO IN CSV FORMAT ONLY.,nep
CCSALMON,nepCCSALMONMB_BUOY-VR2W-107602-2017_08_31T20,48.8212,-123.5913,2017-08-31T23:40:00Z,2018-03-08T11:00:00Z,CCSALMON,4.877,0,RECOVERY TIME ESTIMATED; UNIT WAS INITIALIZED TO WRONG CODE MAP AND DATA FILE WAS RECOVERED BY VEMCO IN CSV FORMAT ONLY.,nep
CCSALMON,nepCCSALMONNREEF_HO1-VR2W-107598-2017_08_30T20,48.91187,-123.62383,2017-08-30T23:37:00Z,2018-03-08T11:00:00Z,CCSALMON,8.839,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONNREEF_HO2-VR2W-107596-2017_08_30T19,48.91335,-123.62723,2017-08-30T22:39:00Z,2018-03-08T11:00:00Z,CCSALMON,20.726,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONNREEF_HO3-VR2W-107597-2017_08_30T20,48.91522,-123.62913,2017-08-30T23:15:00Z,,CCSALMON,22.86,0,LOST UNIT - UNABLE TO LOCATE,nep
CCSALMON,nepCCSALMONNREEF_HO4-VR2W-107562-2017_08_30T18,48.91608,-123.62818,2017-08-30T21:24:00Z,2018-03-08T11:00:00Z,CCSALMON,24.689,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONNREEF_HO5-VR2W-107595-2017_08_30T19,48.91622,-123.62815,2017-08-30T22:08:00Z,2018-03-08T11:00:00Z,CCSALMON,21.641,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONSAN_DOCK-VR2W-112686-2017_08_31T18,48.78645,-123.56185,2017-08-31T21:10:00Z,2018-03-08T11:00:00Z,CCSALMON,7.01,0,RECOVERY TIME ESTIMATED,nep
CCSALMON,nepCCSALMONSAN_N_01-VR2W-107587-2017_08_08T16,48.84485,-123.57557,2017-08-08T19:57:00Z,2018-03-31T05:15:00Z,CCSALMON,171.9072,66.9072,Null,nep
CCSALMON,nepCCSALMONSAN_N_02-VR2W-107588-2017_08_08T17,48.84467,-123.58548,2017-08-08T20:22:00Z,2018-03-31T04:55:00Z,CCSALMON,162.7632,57.7632,Null,nep
CCSALMON,nepCCSALMONSAN_S_01-VR2W-107589-2017_08_07T16,48.74702,-123.55591,2017-08-07T19:41:00Z,2018-01-20T00:00:00Z,CCSALMON,58.5216,48.5216,LOST AND FOUND UNIT; Pulled up while crabbing on south side of Salt Spring Island.,nep
CCSALMON,nepCCSALMONSAN_S_02-VR2W-107590-2017_08_07T16,48.74691,-123.56457,2017-08-07T19:46:00Z,2018-03-31T18:05:00Z,CCSALMON,102.4128,67.4128,Null,nep
CCSALMON,nepCCSALMONSAT_01-VR2W-107594-2017_08_07T17,48.6997,-123.47105,2017-08-07T20:39:00Z,2018-03-31T20:00:00Z,CCSALMON,69.4944,64.4944,Null,nep
CCSALMON,nepCCSALMONSAT_02-VR2W-107593-2017_08_07T17,48.70547,-123.47437,2017-08-07T20:32:00Z,2018-03-31T19:30:00Z,CCSALMON,76.8096,71.8096,Null,nep
CCSALMON,nepCCSALMONSAT_03-VR2W-107591-2017_08_07T17,48.7119,-123.47713,2017-08-07T20:24:00Z,2018-03-31T19:00:00Z,CCSALMON,76.8096,71.8096,Null,nep
CCSALMON,nepCCSALMONSTU_01-VR2W-107581-2017_08_07T14,48.9002,-123.59795,2017-08-07T17:15:00Z,2018-03-31T01:00:00Z,CCSALMON,111.5568,81.5568,Null,nep
CCSALMON,nepCCSALMONSTU_02-VR2W-107582-2017_08_07T14,48.89639,-123.60509,2017-08-07T17:28:00Z,2018-03-31T02:00:00Z,CCSALMON,171.9072,71.9072,Null,nep
CCSALMON,nepCCSALMONSTU_03-VR2W-107583-2017_08_07T14,48.89206,-123.6124,2017-08-07T17:43:00Z,2018-03-31T02:15:00Z,CCSALMON,181.0512,81.0512,Null,nep
CCSALMON,nepCCSALMONSTU_04-VR2W-107584-2017_08_07T15,48.8881,-123.62041,2017-08-07T18:14:00Z,2018-03-31T03:10:00Z,CCSALMON,142.6464,72.6464,Null,nep
CCSALMON,nepCCSALMONSTU_05-VR2W-107585-2017_08_07T15,48.8842,-123.62735,2017-08-07T18:23:00Z,2018-03-31T03:55:00Z,CCSALMON,65.8368,60.8368,Null,nep
COLR,nepCOLRCOLR-RKm22.5_01-VR2-4205-1213,46.18971667,-123.8512,2008-04-17T18:15:00Z,2008-07-04T11:31:00Z,COLR,1.5,1.5,Recovery position is ~183m from deployment position.,nep
COLR,nepCOLRCOLR-RKm22.5_01-VR2W-100329-1016,46.19125,-123.85072,2007-05-11T17:18:00Z,2007-07-24T21:05:00Z,COLR,3,3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_01-VR2W-103994-1435,46.18981667,-123.8526,2009-03-08T00:00:00Z,2009-08-05T19:00:00Z,COLR,1.8,1.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_01-VR2W-104998-2134,46.19124,-123.8522,2011-04-06T01:30:00Z,2011-07-15T19:00:00Z,COLR,3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_01-VR2W-105010-1595,46.1912,-123.8521667,2010-03-24T23:40:00Z,2010-08-06T02:00:00Z,COLR,0.9,0.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR2-4187-1017,46.19203,-123.85055,2007-05-14T21:18:00Z,2007-07-24T21:00:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR2-4204-1214,46.19191667,-123.8506667,2008-04-17T18:00:00Z,2008-07-04T12:14:00Z,COLR,5.5,5.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR2W-104001-1436,46.19191667,-123.8498167,2009-03-09T21:15:00Z,2009-08-05T18:10:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_02-VR2W-104991-1596,46.19188333,-123.85065,2010-03-19T02:54:00Z,2010-08-06T01:40:00Z,COLR,0,0,Null,nep
