deployment_project_reference,deployment_guid,latitude,longitude,time,recovery_datetime_utc,array_name,bottom_depth,depth,deployment_comments,datacenter_reference
COLR,nepCOLRCOLR-RKm22.5_30-VR2W-104997-1466,46.21678333,-123.8628,2009-03-10T20:00:00Z,2009-08-05T15:10:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_30-VR2W-105012-1817,46.21685,-123.86287,2011-04-06T20:30:00Z,2011-07-16T19:45:00Z,COLR,5.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_31-VR2-4048-1048,46.21561,-123.86177,2007-05-12T17:09:00Z,2007-07-27T18:35:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_31-VR2W-100042-1245,46.2171,-123.86295,2008-04-21T01:20:00Z,2008-07-05T13:10:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_31-VR2W-104996-1467,46.21761667,-123.8634167,2009-03-10T20:15:00Z,2009-07-31T18:08:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_31-VR2W-105006-1622,46.21766667,-123.8633167,2010-03-25T03:10:00Z,2010-08-08T17:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_31-VR2W-113321-1818,46.21769,-123.86333,2011-04-06T21:10:00Z,2011-07-16T20:15:00Z,COLR,5.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_32-VR2-6867-1246,46.21785,-123.86335,2008-04-21T01:13:00Z,2008-07-05T13:16:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_32-VR2W-100332-1049,46.21663,-123.8625,2007-05-12T17:17:00Z,2007-07-27T18:46:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_32-VR2W-104989-1468,46.21848333,-123.8637167,2009-03-10T20:26:00Z,2009-07-31T18:11:00Z,COLR,5.5,5.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_32-VR2W-105003-1623,46.21848333,-123.8637333,2010-03-25T03:00:00Z,2010-08-08T17:45:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_32-VR2W-113316-1819,46.21847,-123.86374,2011-04-06T21:45:00Z,2011-07-16T20:25:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_33-VR2-4907-1050,46.21722,-123.86288,2007-05-12T17:30:00Z,2007-07-28T18:45:00Z,COLR,5.8,5.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_33-VR2W-102755-1247,46.21885,-123.8637333,2008-04-21T01:05:00Z,2008-07-05T13:20:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_33-VR2W-102769-1624,46.21935,-123.8641667,2010-03-25T02:46:00Z,2010-08-08T17:55:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_33-VR2W-103998-1469,46.21945,-123.8643167,2009-03-11T19:12:00Z,2009-08-02T16:15:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_33-VR2W-113320-1820,46.21936,-123.86414,2011-04-06T22:08:00Z,2011-07-16T20:50:00Z,COLR,7.3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_34-VR2-4061-1051,46.21803,-123.8635,2007-05-12T17:40:00Z,2007-07-28T19:00:00Z,COLR,5.5,5.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_34-VR2-6870-1248,46.21966667,-123.8642333,2008-04-21T00:54:00Z,2008-07-05T13:24:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_34-VR2W-104987-1470,46.22016667,-123.8645333,2009-03-11T18:45:00Z,2009-07-31T18:20:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_34-VR2W-105006-1821,46.22015,-123.86456,2011-04-06T22:35:00Z,2011-07-16T20:59:00Z,COLR,7.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_34-VR2W-105026-1625,46.22015,-123.8645833,2010-03-25T02:35:00Z,2010-08-08T18:05:00Z,COLR,0,0,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_35-VR2-6868-1249,46.22033333,-123.8646333,2008-04-21T00:43:00Z,2008-07-05T13:28:00Z,COLR,11,11,Null,nep
COLR,nepCOLRCOLR-RKm22.5_35-VR2-6874-1052,46.21897,-123.864,2007-05-12T17:48:00Z,2007-07-28T19:05:00Z,COLR,5.8,5.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_35-VR2W-102762-1471,46.22101667,-123.86495,2009-03-11T18:50:00Z,2009-07-31T18:24:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_35-VR2W-105010-1822,46.22095,-123.86497,2011-04-06T23:00:00Z,2011-07-16T21:15:00Z,COLR,7.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_35-VR2W-105029-1626,46.221,-123.8650333,2010-03-25T02:28:00Z,2010-08-08T18:15:00Z,COLR,0,0,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_36-VR2-6869-1250,46.22108333,-123.8651333,2008-04-21T00:34:00Z,2008-07-05T13:46:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_36-VR2W-100042-1053,46.21971,-123.86421,2007-05-13T03:00:00Z,2007-07-28T19:10:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_36-VR2W-102760-1472,46.22181667,-123.8653833,2009-03-11T18:56:00Z,2009-08-02T16:06:00Z,COLR,8.5,8.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_36-VR2W-105004-1627,46.22183333,-123.8654167,2010-03-25T02:20:00Z,2010-08-08T18:30:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_36-VR2W-113315-1823,46.22181,-123.86537,2011-04-07T20:40:00Z,2011-07-16T21:35:00Z,COLR,8.5,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_37-VR2W-100056-1054,46.22058,-123.86475,2007-05-13T03:12:00Z,2007-07-28T19:20:00Z,COLR,8.8,8.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_37-VR2W-100328-1473,46.22266667,-123.8657667,2009-03-11T18:59:00Z,2009-08-02T16:12:00Z,COLR,8.5,8.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_37-VR2W-100329-1251,46.22206667,-123.8655,2008-04-21T00:25:00Z,2008-07-06T13:10:00Z,COLR,8.5,8.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_37-VR2W-102771-1628,46.22263333,-123.8658667,2010-03-25T02:03:00Z,2010-08-08T18:45:00Z,COLR,0,0,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_37-VR2W-105013-1824,46.22269,-123.86579,2011-04-07T21:00:00Z,2011-07-16T22:00:00Z,COLR,8.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_38-VR2W-100061-1055,46.22139,-123.86514,2007-05-13T03:23:00Z,2007-07-28T00:37:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_38-VR2W-102755-1629,46.22353333,-123.86615,2010-03-23T23:55:00Z,2010-08-08T04:30:00Z,COLR,7.6,7.6,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_38-VR2W-102758-1252,46.22286667,-123.866,2008-04-21T00:17:00Z,2008-07-06T13:20:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_38-VR2W-102764-1474,46.22343333,-123.8662667,2009-03-11T20:29:00Z,2009-08-03T16:10:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_38-VR2W-107775-1825,46.22348,-123.86618,2011-04-07T22:50:00Z,2011-07-16T22:20:00Z,COLR,7.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_39-VR2-6864-1253,46.22366667,-123.8662333,2008-04-19T18:01:00Z,2008-07-06T13:25:00Z,COLR,3.7,3.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_39-VR2W-100004-1056,46.22221,-123.86559,2007-05-13T03:32:00Z,2007-07-28T00:34:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_39-VR2W-102755-1475,46.22423333,-123.8666333,2009-03-11T19:20:00Z,2009-08-02T17:00:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_39-VR2W-102758-1630,46.22435,-123.8665833,2010-03-23T23:40:00Z,2010-08-07T21:15:00Z,COLR,4,4,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_39-VR2W-107761-1826,46.2243,-123.86674,2011-04-08T21:00:00Z,2011-07-16T22:35:00Z,COLR,8.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_40-VR2W-100058-1057,46.223,-123.86598,2007-05-13T03:44:00Z,2007-07-28T00:29:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_40-VR2W-102754-1476,46.22516667,-123.8670167,2009-03-11T19:29:00Z,2009-08-02T16:30:00Z,COLR,7.3,7.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_40-VR2W-102754-1631,46.22518333,-123.86695,2010-03-23T23:29:00Z,2010-08-07T20:55:00Z,COLR,4.3,4.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_40-VR2W-102766-1254,46.22453333,-123.8658667,2008-04-19T00:50:00Z,2008-07-06T13:30:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_40-VR2W-107768-1827,46.22515,-123.86703,2011-04-08T21:15:00Z,2011-07-16T23:00:00Z,COLR,7.9,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_41-VR2W-100328-1058,46.22382,-123.86641,2007-05-13T20:05:00Z,2007-07-29T00:18:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_41-VR2W-102759-1255,46.22535,-123.8670167,2008-04-19T00:41:00Z,2008-07-06T13:35:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_41-VR2W-102776-1477,46.22596667,-123.8674333,2009-03-11T19:39:00Z,2009-08-02T16:33:00Z,COLR,7,7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_41-VR2W-105007-1632,46.22605,-123.8674333,2010-03-23T23:13:00Z,2010-08-07T20:30:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_41-VR2W-107764-1828,46.22532,-123.86942,2011-04-11T18:00:00Z,2011-07-23T23:30:00Z,COLR,18.3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_42-VR2W-100054-1059,46.22467,-123.86679,2007-05-13T20:20:00Z,2007-07-28T00:20:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_42-VR2W-100329-1478,46.22678333,-123.8678667,2009-03-11T19:43:00Z,2009-08-02T16:35:00Z,COLR,9.8,9.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_42-VR2W-102767-1256,46.22615,-123.8674167,2008-04-19T00:29:00Z,2008-07-06T13:37:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_42-VR2W-105007-1829,46.22599,-123.86781,2011-04-08T21:30:00Z,2011-07-16T20:00:00Z,COLR,8.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_42-VR2W-105011-1633,46.22676667,-123.8677667,2010-03-22T23:25:00Z,2010-08-07T19:35:00Z,COLR,7.3,7.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_43-VR2W-100324-1060,46.22545,-123.86731,2007-05-13T20:28:00Z,2007-07-28T00:21:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_43-VR2W-102756-1257,46.22698333,-123.86805,2008-04-19T00:14:00Z,2008-07-06T13:40:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_43-VR2W-102766-1479,46.22763333,-123.8682333,2009-03-11T20:06:00Z,2009-08-02T16:40:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_43-VR2W-105027-1634,46.22671667,-123.8708667,2010-03-23T23:00:00Z,2010-08-09T21:00:00Z,COLR,2.4,2.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_43-VR2W-107772-1830,46.22677,-123.86787,2011-04-09T22:15:00Z,2011-07-16T20:30:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_44-VR2W-100060-1061,46.2263,-123.86766,2007-05-13T20:37:00Z,2007-07-29T00:13:00Z,COLR,6.1,6.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_44-VR2W-100332-1258,46.22783333,-123.8684667,2008-04-18T23:21:00Z,2008-07-06T13:45:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_44-VR2W-104998-1480,46.22851667,-123.8687333,2009-03-11T21:00:00Z,2009-08-02T16:45:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_44-VR2W-105020-1635,46.22771667,-123.8682667,2010-03-22T23:00:00Z,2010-08-07T19:15:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_44-VR2W-107767-1831,46.22753,-123.86826,2011-04-09T23:00:00Z,2011-07-16T21:15:00Z,COLR,4.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_45-VR2-4050-1062,46.22717,-123.86812,2007-05-13T20:46:00Z,2007-07-29T00:09:00Z,COLR,5.8,5.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_45-VR2W-102765-1259,46.2286,-123.8688167,2008-04-18T23:09:00Z,2008-07-06T13:48:00Z,COLR,5.2,5.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_45-VR2W-104992-1481,46.22926667,-123.8691667,2009-03-11T21:05:00Z,2009-08-02T16:50:00Z,COLR,1.8,1.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_45-VR2W-105009-1636,46.22848333,-123.86865,2010-03-22T22:53:00Z,2010-08-07T18:50:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_45-VR2W-107765-1832,46.2284,-123.86871,2011-04-09T23:30:00Z,2011-09-29T00:00:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_46-VR2-6856-1260,46.22956667,-123.8694833,2008-04-17T21:54:00Z,2008-07-06T14:05:00Z,COLR,8.8,8.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_46-VR2W-100057-1063,46.22793,-123.86848,2007-05-14T02:41:00Z,2007-07-29T00:07:00Z,COLR,3.7,3.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_46-VR2W-102765-1482,46.23008333,-123.8695667,2009-03-11T21:30:00Z,2009-08-02T16:55:00Z,COLR,10.7,10.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_46-VR2W-105003-1833,46.22928,-123.86916,2011-04-10T00:00:00Z,2011-07-17T18:00:00Z,COLR,9.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_46-VR2W-105008-1637,46.22923333,-123.8691,2010-03-21T22:45:00Z,2010-08-07T18:35:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_47-VR2W-100052-1064,46.22887,-123.86918,2007-05-14T03:37:00Z,2007-07-29T00:03:00Z,COLR,4.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_47-VR2W-100324-1261,46.23053333,-123.8697167,2008-04-17T22:07:00Z,2008-07-07T12:30:00Z,COLR,11.6,11.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_47-VR2W-104002-1483,46.23093333,-123.8699833,2009-03-11T20:40:00Z,2009-08-03T16:15:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_47-VR2W-105004-1834,46.23013,-123.86949,2011-04-10T00:30:00Z,2011-07-17T19:25:00Z,COLR,10.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_47-VR2W-105012-1638,46.2301,-123.86955,2010-03-21T22:30:00Z,2010-08-07T18:20:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_48-VR2W-100051-1065,46.22963,-123.86938,2007-05-14T03:45:00Z,2007-07-29T00:00:00Z,COLR,6.7,6.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_48-VR2W-100060-1262,46.23085,-123.8701833,2008-04-19T19:20:00Z,2008-07-07T12:45:00Z,COLR,6.4,6.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_48-VR2W-104991-1484,46.2317,-123.8703167,2009-03-11T00:03:00Z,2009-07-31T18:16:00Z,COLR,20.7,20.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_48-VR2W-104999-1639,46.23091667,-123.87,2010-03-21T22:22:00Z,2010-08-09T21:40:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_48-VR2W-105001-1835,46.23093,-123.87,2011-04-09T21:45:00Z,2011-07-17T20:00:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_49-VR2W-100055-1066,46.23039,-123.86983,2007-05-14T04:02:00Z,2007-07-28T23:56:00Z,COLR,11.6,11.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_49-VR2W-100325-1263,46.23165,-123.8706167,2008-04-17T23:32:00Z,2008-07-07T13:00:00Z,COLR,10.1,10.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_49-VR2W-102767-1485,46.23248333,-123.8707667,2009-03-11T01:50:00Z,2009-08-03T16:05:00Z,COLR,20.7,20.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_49-VR2W-105000-1640,46.2317,-123.8704667,2010-03-21T22:13:00Z,2010-08-09T21:20:00Z,COLR,8.5,8.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_49-VR2W-107766-1836,46.23168,-123.87048,2011-04-10T21:30:00Z,2011-07-17T20:30:00Z,COLR,6.1,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_50-VR2-4341-1264,46.2325,-123.8707833,2008-04-17T23:12:00Z,2008-07-07T13:05:00Z,COLR,12.8,12.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_50-VR2-6870-1067,46.23082,-123.87008,2007-05-12T19:28:00Z,2007-07-28T23:47:00Z,COLR,10.7,10.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_50-VR2W-102770-1486,46.23325,-123.8711,2009-03-11T01:20:00Z,2009-08-03T16:00:00Z,COLR,20.7,20.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_50-VR2W-105001-1641,46.23243333,-123.8707667,2010-03-21T22:09:00Z,2010-08-09T20:50:00Z,COLR,7.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_50-VR2W-107773-1837,46.23247,-123.87082,2011-04-10T21:45:00Z,2011-07-17T21:15:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_51-VR2-4066-1068,46.23173,-123.87057,2007-05-12T19:39:00Z,2007-07-28T23:43:00Z,COLR,12.5,12.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_51-VR2-6858-1265,46.23321667,-123.8710667,2008-04-19T18:51:00Z,2008-07-07T13:09:00Z,COLR,13.1,13.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_51-VR2W-104000-1487,46.23398333,-123.87155,2009-03-11T00:58:00Z,2009-08-03T03:00:00Z,COLR,17.4,17.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_51-VR2W-104997-1642,46.23326667,-123.8713,2010-03-20T03:30:00Z,2010-08-09T20:20:00Z,COLR,16.8,16.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_51-VR2W-105002-1838,46.23325,-123.87123,2011-04-10T21:50:00Z,2011-07-17T23:00:00Z,COLR,3.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_52-VR2-4340-1266,46.23411667,-123.87165,2008-04-19T18:35:00Z,2008-07-04T14:09:00Z,COLR,14.9,14.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_52-VR2W-100325-1069,46.23253,-123.87093,2007-05-12T19:57:00Z,2007-07-27T22:45:00Z,COLR,15.5,15.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_52-VR2W-102758-1488,46.23481667,-123.8718833,2009-03-11T00:40:00Z,2009-08-03T03:00:00Z,COLR,16.8,16.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_52-VR2W-104988-1643,46.23408333,-123.8717,2010-03-20T02:30:00Z,2010-08-09T20:10:00Z,COLR,16.8,16.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_52-VR2W-104992-1839,46.23402,-123.87166,2011-04-10T22:00:00Z,2011-07-17T23:30:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_53-VR2-4044-1070,46.23314,-123.87122,2007-05-12T20:32:00Z,2007-07-27T22:39:00Z,COLR,17.1,17.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_53-VR2-6860-1267,46.23496667,-123.8721667,2008-04-19T18:20:00Z,2008-07-04T14:04:00Z,COLR,15.2,15.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_53-VR2W-104989-1644,46.23491667,-123.8722,2010-03-19T10:00:00Z,2010-08-09T19:50:00Z,COLR,18.9,18.9,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm22.5_53-VR2W-105005-1489,46.23578333,-123.8724167,2009-03-11T20:21:00Z,2009-08-03T03:00:00Z,COLR,20.1,20.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_53-VR2W-105008-1840,46.23493,-123.87215,2011-04-10T22:30:00Z,2011-07-18T20:20:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_54-VR2-4572-1268,46.23578333,-123.8726,2008-04-18T23:53:00Z,2008-07-04T14:00:00Z,COLR,17.7,17.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_54-VR2-6872-1071,46.23394,-123.8715,2007-05-14T03:16:00Z,2007-07-27T22:26:00Z,COLR,18.9,18.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_54-VR2W-102775-1490,46.23676667,-123.87305,2009-03-07T21:34:00Z,2009-08-03T03:00:00Z,COLR,20.4,20.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_54-VR2W-104994-1645,46.23583333,-123.8727333,2010-03-19T10:00:00Z,2010-08-09T19:25:00Z,COLR,0,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_54-VR2W-107763-1841,46.23582,-123.87266,2011-04-10T23:00:00Z,2011-07-18T21:00:00Z,COLR,6.7,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_55-VR2-4042-1072,46.23485,-123.87198,2007-05-13T21:58:00Z,2007-07-27T22:21:00Z,COLR,22.3,22.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_55-VR2W-100052-1269,46.23663333,-123.87285,2008-04-18T23:34:00Z,2008-07-04T13:54:00Z,COLR,17.7,17.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_55-VR2W-103996-1491,46.23776667,-123.87355,2009-03-07T20:56:00Z,2009-08-03T03:00:00Z,COLR,19.8,19.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_55-VR2W-104984-1646,46.23676667,-123.8731333,2010-03-19T21:25:00Z,2010-08-09T19:00:00Z,COLR,15.8,15.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_55-VR2W-104989-1842,46.23676,-123.87318,2011-04-11T19:00:00Z,2011-07-18T21:45:00Z,COLR,18.3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_56-VR2-4909-1270,46.23771667,-123.8735333,2008-04-17T22:38:00Z,2008-07-04T13:47:00Z,COLR,16.8,16.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_56-VR2W-100091-1492,46.23873333,-123.87395,2009-03-07T20:25:00Z,2009-08-03T03:00:00Z,COLR,19.5,19.5,Null,nep
COLR,nepCOLRCOLR-RKm22.5_56-VR2W-100327-1073,46.23572,-123.87248,2007-05-13T21:24:00Z,2007-07-25T22:13:00Z,COLR,22.9,22.9,Null,nep
COLR,nepCOLRCOLR-RKm22.5_56-VR2W-103998-1843,46.23765,-123.87356,2011-04-11T01:00:00Z,,COLR,21.3,0,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm22.5_56-VR2W-104995-1647,46.23766667,-123.8736,2010-03-19T21:10:00Z,2010-08-09T18:45:00Z,COLR,15.8,15.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_57-VR2-4045-1074,46.23674,-123.87303,2007-05-13T21:04:00Z,2007-07-25T22:06:00Z,COLR,24.4,24.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_57-VR2W-100061-1271,46.23858333,-123.8739833,2008-04-16T21:58:00Z,2008-07-04T13:36:00Z,COLR,16.2,16.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_57-VR2W-104992-1648,46.23858333,-123.8740667,2010-03-19T21:00:00Z,2010-08-09T22:00:00Z,COLR,14.3,14.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_57-VR2W-104999-1493,46.2396,-123.8743833,2009-03-07T20:00:00Z,2009-08-03T03:00:00Z,COLR,18.3,18.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_57-VR2W-107780-1844,46.23858,-123.87398,2011-04-07T22:30:00Z,2011-07-20T20:30:00Z,COLR,7.6,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR2-4571-1272,46.23951667,-123.8744333,2008-04-16T21:37:00Z,2008-07-04T13:30:00Z,COLR,13.7,13.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR2W-100091-1075,46.23756,-123.87325,2007-05-11T00:00:00Z,2007-07-25T21:53:00Z,COLR,20.4,20.4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR2W-102771-1494,46.24038333,-123.87475,2009-03-07T19:10:00Z,2009-08-03T03:00:00Z,COLR,10.7,10.7,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR2W-104996-1649,46.23953333,-123.8744833,2010-03-19T20:50:00Z,2010-08-09T18:30:00Z,COLR,12.8,12.8,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR2W-107776-1845,46.23954,-123.87431,2011-04-07T22:00:00Z,2011-07-20T20:00:00Z,COLR,8.8,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_58-VR3A-9771-1573,46.23955,-123.8744667,2010-03-22T23:50:00Z,2010-08-10T22:00:00Z,COLR,7,7,Estimated recovery time,nep
COLR,nepCOLRCOLR-RKm22.5_59-VR2-4069-1076,46.23852,-123.87389,2007-05-10T23:45:00Z,2007-07-25T21:44:00Z,COLR,21.3,21.3,Null,nep
COLR,nepCOLRCOLR-RKm22.5_59-VR2-6861-1273,46.24045,-123.8748333,2008-04-16T20:33:00Z,2008-07-04T13:22:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm22.5_59-VR2W-105000-1495,46.2406,-123.876,2009-03-11T22:02:00Z,2009-08-03T03:00:00Z,COLR,4,4,Null,nep
COLR,nepCOLRCOLR-RKm22.5_59-VR2W-105028-1650,46.24006667,-123.8757667,2010-03-22T23:38:00Z,2010-08-10T20:30:00Z,COLR,7.6,7.6,Null,nep
