animal_guid,length,length_type,weight,life_stage,age,sex
OTN-GlobalWRSWRS-36912,0.177,FORK,0.05,JUVENILE,Null,U
OTN-GlobalWRSWRS-37039,0.17,FORK,0.046,JUVENILE,Null,U
OTN-GlobalWRSWRS-37045,0.162,FORK,0.038,JUVENILE,Null,U
OTN-GlobalWRSWRS-37046,0.161,FORK,0.042,JUVENILE,Null,U
OTN-GlobalWRSWRS-37047,0.165,FORK,0.042,JUVENILE,Null,U
OTN-GlobalWRSWRS-37048,0.168,FORK,0.044,JUVENILE,Null,U
OTN-GlobalWRSWRS-37049,0.173,FORK,0.05,JUVENILE,Null,U
OTN-GlobalWRSWRS-37050,0.181,FORK,0.052,JUVENILE,Null,U
OTN-GlobalWRSWRS-37051,0.178,FORK,0.058,JUVENILE,Null,U
OTN-GlobalWRSWRS-37052,0.183,FORK,0.048,JUVENILE,Null,U
OTN-GlobalWRSWRS-37053,0.166,FORK,0.04,JUVENILE,Null,U
OTN-GlobalWRSWRS-37256,0.181,FORK,0.048,JUVENILE,Null,U
OTN-GlobalWRSWRS-37257,0.179,FORK,0.046,JUVENILE,Null,U
OTN-GlobalWRSWRS-37258,0.16,FORK,0.04,JUVENILE,Null,U
OTN-GlobalWRSWRS-37284,0.195,FORK,0.07,JUVENILE,Null,U
OTN-GlobalWRSWRS-37285,0.175,FORK,0.054,JUVENILE,Null,U
OTN-GlobalWRSWRS-37286,0.19,FORK,0.07,JUVENILE,Null,U
OTN-GlobalWRSWRS-37287,0.209,FORK,0.078,JUVENILE,Null,U
OTN-GlobalWRSWRS-37288,0.178,FORK,0.05,JUVENILE,Null,U
OTN-GlobalWRSWRS-10556,0.21,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10557,0.201,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10558,0.207,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10559,0.204,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10560,0.192,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10561,0.214,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10562,0.211,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10563,0.202,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10564,0.202,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10565,0.204,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10566,0.201,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10567,0.202,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10568,0.197,FORK,Null,Null,Null,U
OTN-GlobalWRSWRS-10569,0.184,FORK,Null,Null,Null,U
OTN-GlobalGEFTGEFT-23,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-21,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-20,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-19,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-18,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-17,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-25,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-24,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-22,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-26,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-29,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-28,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-30,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-16,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-15,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-33,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-32,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-31,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-27,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-3,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-2,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-1,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-14,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-13,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-12,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-11,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-10,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-9,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-4,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-8,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-7,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-6,Null,Null,Null,Null,Null,U
OTN-GlobalGEFTGEFT-5,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200784,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200783,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-37059,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200428,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32559,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32557,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1194461,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1194465,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32553,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1194459,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32558,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32522,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32560,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1194464,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34080,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-2013-22,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1168537,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200778,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200776,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200775,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34097,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34095,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34094,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-340802,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200779,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34087,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34085,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34096,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34086,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34084,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34083,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34079,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1042222,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32555,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1194466,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-32556,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-340801,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34070,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-1200777,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34076,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34077,Null,Null,Null,Null,Null,U
OTN-GlobalSSSTSSST-34078,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217442,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217443,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217445,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217444,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217441,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-26,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-27,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-28,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-29,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-30,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-5-14,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-4-14,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1131560,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1131557,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1131558,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1131556,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1131559,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1128772,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1128771,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1128773,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130603,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130604,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130601,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130602,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130606,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1130605,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1123206,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1123205,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1123204,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217449,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217450,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217447,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217446,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1217448,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-23,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-24,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2015-25,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-0-14,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-1-14,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-2-14,Null,Null,Null,Null,Null,U
OTN-GlobalPOZSPOZS-3-14,Null,Null,Null,Null,Null,U
nepCCSCCS-42471,0.12,FORK,0.01901,JUVENILE,1,U
nepCCSCCS-42470,0.123,FORK,0.02295,JUVENILE,1,U
nepCCSCCS-42469,0.107,FORK,0.0145,JUVENILE,1,U
nepCCSCCS-42468,0.115,FORK,0.01801,JUVENILE,1,U
nepCCSCCS-42467,0.106,FORK,0.01368,JUVENILE,1,U
nepCCSCCS-42466,0.111,FORK,0.01477,JUVENILE,1,U
nepCCSCCS-42465,0.108,FORK,0.01436,JUVENILE,1,U
nepCCSCCS-42464,0.108,FORK,0.01456,JUVENILE,1,U
nepCCSCCS-42463,0.107,FORK,0.01482,JUVENILE,1,U
nepCCSCCS-42462,0.105,FORK,0.0128,JUVENILE,1,U
nepCCSCCS-42461,0.112,FORK,0.01651,JUVENILE,1,U
nepCCSCCS-42460,0.121,FORK,0.02239,JUVENILE,1,U
nepCCSCCS-42459,0.107,FORK,0.01447,JUVENILE,1,U
nepCCSCCS-42458,0.123,FORK,0.02206,JUVENILE,1,U
nepCCSCCS-42457,0.105,FORK,0.01403,JUVENILE,1,U
nepCCSCCS-42456,0.113,FORK,0.01698,JUVENILE,1,U
nepCCSCCS-42455,0.113,FORK,0.01465,JUVENILE,1,U
nepCCSCCS-42454,0.111,FORK,0.01538,JUVENILE,1,U
nepCCSCCS-42453,0.119,FORK,0.02047,JUVENILE,1,U
nepCCSCCS-42444,0.109,FORK,Null,JUVENILE,1,U
nepCCSCCS-42443,0.112,FORK,0.01665,JUVENILE,1,U
nepCCSCCS-42442,0.119,FORK,0.01823,JUVENILE,1,U
nepCCSCCS-42441,0.107,FORK,0.01215,JUVENILE,1,U
nepCCSCCS-42440,0.119,FORK,0.01912,JUVENILE,1,U
nepCCSCCS-42439,0.111,FORK,0.01454,JUVENILE,1,U
nepCCSCCS-42438,0.108,FORK,0.01264,JUVENILE,1,U
nepCCSCCS-42437,0.108,FORK,0.01225,JUVENILE,1,U
nepCCSCCS-42436,0.111,FORK,0.01521,JUVENILE,1,U
nepCCSCCS-42435,0.111,FORK,0.0148,JUVENILE,1,U
nepCCSCCS-42434,0.113,FORK,0.01637,JUVENILE,1,U
nepCCSCCS-42433,0.12,FORK,0.01903,JUVENILE,1,U
nepCCSCCS-42432,0.114,FORK,0.01707,JUVENILE,1,U
nepCCSCCS-42431,0.111,FORK,0.01454,JUVENILE,1,U
nepCCSCCS-42430,0.111,FORK,0.017,JUVENILE,1,U
nepCCSCCS-42429,0.111,FORK,0.01808,JUVENILE,1,U
nepCCSCCS-42428,0.111,FORK,0.0159,JUVENILE,1,U
nepCCSCCS-42427,0.121,FORK,0.02104,JUVENILE,1,U
nepCCSCCS-42426,0.114,FORK,0.01843,JUVENILE,1,U
nepCCSCCS-42425,0.108,FORK,0.01547,JUVENILE,1,U
nepCCSCCS-42424,0.118,FORK,0.0218,JUVENILE,1,U
nepCCSCCS-42423,0.111,FORK,0.01467,JUVENILE,1,U
nepCCSCCS-42422,0.105,FORK,0.0142,JUVENILE,1,U
nepCCSCCS-42421,0.109,FORK,0.01226,JUVENILE,1,U
nepCCSCCS-42420,0.111,FORK,0.01495,JUVENILE,1,U
nepCCSCCS-42419,0.114,FORK,0.01551,JUVENILE,1,U
nepCCSCCS-42418,0.104,FORK,0.01264,JUVENILE,1,U
nepCCSCCS-42417,0.11,FORK,0.01489,JUVENILE,1,U
nepCCSCCS-42416,0.107,FORK,0.01321,JUVENILE,1,U
nepCCSCCS-42415,0.111,FORK,0.01612,JUVENILE,1,U
nepCCSCCS-42414,0.107,FORK,0.01238,JUVENILE,1,U
nepCCSCCS-42413,0.112,FORK,0.0164,JUVENILE,1,U
nepCCSCCS-42412,0.104,FORK,0.01225,JUVENILE,1,U
nepCCSCCS-42485,0.106,FORK,0.014,JUVENILE,1,U
nepCCSCCS-42411,0.11,FORK,Null,JUVENILE,1,U
nepCCSCCS-42410,0.115,FORK,0.01797,JUVENILE,1,U
nepCCSCCS-42409,0.121,FORK,0.02009,JUVENILE,1,U
nepCCSCCS-42408,0.114,FORK,0.01805,JUVENILE,1,U
nepCCSCCS-42407,0.148,FORK,0.01985,JUVENILE,1,U
nepCCSCCS-42406,0.104,FORK,0.01267,JUVENILE,1,U
nepCCSCCS-42405,Null,FORK,0.0161,JUVENILE,1,U
nepCCSCCS-42404,0.106,FORK,0.0138,JUVENILE,1,U
nepCCSCCS-42403,0.114,FORK,0.01924,JUVENILE,1,U
nepCCSCCS-42402,0.115,FORK,0.01802,JUVENILE,1,U
nepCCSCCS-42401,0.112,FORK,0.01552,JUVENILE,1,U
nepCCSCCS-42400,0.12,FORK,0.01935,JUVENILE,1,U
nepCCSCCS-42399,0.105,FORK,0.01305,JUVENILE,1,U
nepCCSCCS-42398,0.116,FORK,0.01909,JUVENILE,1,U
nepCCSCCS-42397,0.106,FORK,0.01277,JUVENILE,1,U
nepCCSCCS-42396,0.118,FORK,0.01845,JUVENILE,1,U
nepCCSCCS-42395,0.107,FORK,0.01363,JUVENILE,1,U
nepCCSCCS-42394,0.113,FORK,0.01806,JUVENILE,1,U
nepCCSCCS-42393,0.123,FORK,0.01905,JUVENILE,1,U
nepCCSCCS-42392,0.105,FORK,0.01248,JUVENILE,1,U
nepCCSCCS-42491,0.111,FORK,0.01395,JUVENILE,1,U
nepCCSCCS-42490,0.113,FORK,0.0189,JUVENILE,1,U
nepCCSCCS-42489,0.111,FORK,0.0149,JUVENILE,1,U
nepCCSCCS-42484,0.107,FORK,0.01383,JUVENILE,1,U
nepCCSCCS-42483,0.112,FORK,0.01524,JUVENILE,1,U
nepCCSCCS-42482,0.11,FORK,0.0135,JUVENILE,1,U
nepCCSCCS-42481,0.111,FORK,0.016,JUVENILE,1,U
nepCCSCCS-42480,0.124,FORK,0.0234,JUVENILE,1,U
nepCCSCCS-42479,0.121,FORK,0.01733,JUVENILE,1,U
nepCCSCCS-42478,0.114,FORK,0.01753,JUVENILE,1,U
nepCCSCCS-42477,0.111,FORK,0.0179,JUVENILE,1,U
nepCCSCCS-42488,0.11,FORK,0.01496,JUVENILE,1,U
nepCCSCCS-42487,0.114,FORK,0.0191,JUVENILE,1,U
nepCCSCCS-42486,0.114,FORK,0.01628,JUVENILE,1,U
nepCCSCCS-42452,0.111,FORK,0.01482,JUVENILE,1,U
nepCCSCCS-42451,0.118,FORK,0.01863,JUVENILE,1,U
nepCCSCCS-42450,0.109,FORK,0.01494,JUVENILE,1,U
nepCCSCCS-42449,0.105,FORK,0.01265,JUVENILE,1,U
nepCCSCCS-42448,0.113,FORK,0.01677,JUVENILE,1,U
nepCCSCCS-42447,0.111,FORK,0.01543,JUVENILE,1,U
nepCCSCCS-42446,0.118,FORK,0.01795,JUVENILE,1,U
nepCCSCCS-42445,0.108,FORK,0.01338,JUVENILE,1,U
nepCCSCCS-42476,0.108,FORK,0.01313,JUVENILE,1,U
nepCCSCCS-42475,0.109,FORK,0.01428,JUVENILE,1,U
nepCCSCCS-42474,0.107,FORK,0.01401,JUVENILE,1,U
nepCCSCCS-42473,0.107,FORK,0.01274,JUVENILE,1,U
nepCCSCCS-42472,0.117,FORK,0.01777,JUVENILE,1,U
nepCCSALMONCCSALMON-1274647-2017-09-12,0.21,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274646-2017-09-12,0.166,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274645-2017-09-12,0.166,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274716-2017-09-15,0.179,FORK,0.0647,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274715-2017-09-15,0.184,FORK,0.076,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274714-2017-09-15,0.159,FORK,0.0422,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274713-2017-09-15,0.174,FORK,0.0663,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274712-2017-09-15,0.156,FORK,0.0439,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274644-2017-09-12,0.15,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274643-2017-09-12,0.158,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274642-2017-09-12,0.195,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274720-2017-09-15,0.151,FORK,0.037,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274719-2017-09-15,0.186,FORK,0.0746,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274721-2017-09-15,0.21,FORK,0.0845,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274717-2017-09-15,0.201,FORK,0.083,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274711-2017-09-15,0.156,FORK,0.0408,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274710-2017-09-15,0.163,FORK,0.0481,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274709-2017-09-15,0.204,FORK,0.0944,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274708-2017-09-15,0.209,FORK,0.0973,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274700-2017-09-15,0.165,FORK,0.0501,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274699-2017-09-14,0.166,FORK,0.048,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274698-2017-09-14,0.158,FORK,0.0435,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274697-2017-09-14,0.238,FORK,0.1014,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274696-2017-09-14,0.206,FORK,0.0911,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274695-2017-09-14,0.221,FORK,0.101,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274694-2017-09-14,0.171,FORK,0.0583,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274693-2017-09-14,0.187,FORK,0.0765,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274692-2017-09-14,0.177,FORK,0.0633,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274691-2017-09-14,0.153,FORK,0.0347,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274690-2017-09-14,0.156,FORK,0.0427,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274689-2017-09-14,0.161,FORK,0.0455,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274688-2017-09-14,0.218,FORK,0.1033,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274687-2017-09-14,0.168,FORK,0.0547,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274686-2017-09-14,0.178,FORK,0.0671,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274685-2017-09-14,0.162,FORK,0.0467,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274684-2017-09-14,0.151,FORK,0.0368,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274683-2017-09-14,0.184,FORK,0.0802,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274682-2017-09-14,0.171,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274681-2017-09-14,0.151,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274680-2017-09-14,0.171,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274679-2017-09-14,0.151,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274678-2017-09-13,0.157,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274677-2017-09-13,0.157,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274676-2017-09-13,0.167,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274675-2017-09-13,0.163,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274674-2017-09-13,0.143,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274673-2017-09-13,0.174,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274672-2017-09-13,0.168,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274671-2017-09-13,0.152,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274670-2017-09-13,0.169,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274669-2017-09-13,0.157,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274668-2017-09-13,0.179,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274667-2017-09-13,0.189,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274666-2017-09-13,0.217,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274665-2017-09-13,0.158,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274664-2017-09-13,0.177,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274663-2017-09-13,0.161,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274662-2017-09-13,0.156,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274661-2017-09-13,0.19,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274660-2017-09-13,0.2,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274659-2017-09-13,0.211,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274658-2017-09-13,0.204,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274657-2017-09-13,0.164,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274656-2017-09-13,0.209,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274655-2017-09-13,0.165,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274654-2017-09-13,Null,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274653-2017-09-13,0.182,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274652-2017-09-13,0.149,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274707-2017-09-15,0.173,FORK,0.0638,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274706-2017-09-15,0.163,FORK,0.0457,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274705-2017-09-15,0.157,FORK,0.0416,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274704-2017-09-15,0.206,FORK,0.0901,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274703-2017-09-15,0.201,FORK,0.0879,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274702-2017-09-15,0.161,FORK,0.047,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274701-2017-09-15,0.156,FORK,0.0404,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274651-2017-09-13,0.176,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274718-2017-09-15,0.165,FORK,0.0496,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274650-2017-09-13,0.144,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274649-2017-09-13,0.164,FORK,Null,JUVENILE,Null,U
nepCCSALMONCCSALMON-1274648-2017-09-12,0.189,FORK,Null,JUVENILE,Null,U
nepESSESS-18951,0.149,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18950,0.135,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18949,0.148,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18948,0.157,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18947,0.148,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18946,0.146,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18945,0.146,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18944,0.143,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18943,0.138,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18942,0.152,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18941,0.143,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18940,0.133,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18939,0.142,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18938,0.156,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18937,0.134,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18936,0.153,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18935,0.141,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18953,0.142,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18952,0.152,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18931,0.144,CARAPACE WIDTH,Null,Null,Null,M
nepESSESS-18932,0.153,CARAPACE WIDTH,Null,Null,Null,M
