recovery_id,recovery_project_reference,datacenter_reference,deployment_id,recovery_guid,recovery_latitude,recovery_longitude,recovery_datetime_utc,recovery_outcome,data_offloaded,offload_datetime_utc,log_filenames,recovery_comments
ANL005 - DS Twisted Sisters-VR2AR-545547-2016,ANL,OTN-Global,ANL005 - DS Twisted Sisters-VR2AR-545547-2016,OTN-GlobalANLANL005 - DS Twisted Sisters-VR2AR-545547-2016ANL005 - DS Twisted Sisters-VR2AR-545547-2016,65.815806,-71.294528,2017-08-27T15:30:00Z,RECOVERD,N,NULL,NULL,NULL
ANL006 - Overwinter Lake?-VR2AR-545557-2016,ANL,OTN-Global,ANL006 - Overwinter Lake?-VR2AR-545557-2016,OTN-GlobalANLANL006 - Overwinter Lake?-VR2AR-545557-2016ANL006 - Overwinter Lake?-VR2AR-545557-2016,65.900083,-71.303194,2017-08-29T15:00:00Z,RECOVERD,N,NULL,NULL,NULL
ANL007 - US confluence-VR2AR-545555-2016,ANL,OTN-Global,ANL007 - US confluence-VR2AR-545555-2016,OTN-GlobalANLANL007 - US confluence-VR2AR-545555-2016ANL007 - US confluence-VR2AR-545555-2016,65.940194,-71.293611,2017-08-29T17:00:00Z,RECOVERD,N,NULL,NULL,NULL
ANL008 - Confluence-VR2AR-545554-2016,ANL,OTN-Global,ANL008 - Confluence-VR2AR-545554-2016,OTN-GlobalANLANL008 - Confluence-VR2AR-545554-2016ANL008 - Confluence-VR2AR-545554-2016,65.94425,-71.299778,2017-08-29T17:30:00Z,RECOVERD,N,NULL,NULL,NULL
Lake ANL001-VR2AR-545558-2016,ANL,OTN-Global,Lake ANL001-VR2AR-545558-2016,OTN-GlobalANLLake ANL001-VR2AR-545558-2016Lake ANL001-VR2AR-545558-2016,66.5842,-71.4874,2017-08-15T15:00:00Z,RECOVERD,N,NULL,NULL,NULL
Lake ANL002-VR2AR-545559-2016,ANL,OTN-Global,Lake ANL002-VR2AR-545559-2016,OTN-GlobalANLLake ANL002-VR2AR-545559-2016Lake ANL002-VR2AR-545559-2016,66.58525,-71.46595,2017-08-15T15:30:00Z,RECOVERD,N,NULL,NULL,NULL
Lake ANL003-VR2AR-545546-2016,ANL,OTN-Global,Lake ANL003-VR2AR-545546-2016,OTN-GlobalANLLake ANL003-VR2AR-545546-2016Lake ANL003-VR2AR-545546-2016,66.577717,-71.374583,2017-08-15T16:00:00Z,RECOVERD,N,NULL,NULL,NULL
Lake ANL004-VR2AR-545550-2016,ANL,OTN-Global,Lake ANL004-VR2AR-545550-2016,OTN-GlobalANLLake ANL004-VR2AR-545550-2016Lake ANL004-VR2AR-545550-2016,66.5692,-71.29955,2017-08-15T16:30:00Z,RECOVERD,N,NULL,NULL,NULL
FW1 WRR-VR2W-102551-3,ANT,OTN-Global,FW1 WRR-VR2W-102551-3,OTN-GlobalANTFW1 WRR-VR2W-102551-3FW1 WRR-VR2W-102551-3,45.62515,-61.97335,2012-07-15T19:50:00Z,RECOVERD,N,NULL,NULL,NULL
FW2 WRR-VR2W-109134-2,ANT,OTN-Global,FW2 WRR-VR2W-109134-2,OTN-GlobalANTFW2 WRR-VR2W-109134-2FW2 WRR-VR2W-109134-2,45.62261,-61.97826,2012-07-15T16:40:00Z,RECOVERD,N,NULL,NULL,NULL
FW3 WR-VR2W-106617-4,ANT,OTN-Global,FW3 WR-VR2W-106617-4,OTN-GlobalANTFW3 WR-VR2W-106617-4FW3 WR-VR2W-106617-4,45.62101,-61.97632,2012-07-15T16:46:00Z,RECOVERD,N,NULL,NULL,NULL
FW4 WR-VR2W-109136-3,ANT,OTN-Global,FW4 WR-VR2W-109136-3,OTN-GlobalANTFW4 WR-VR2W-109136-3FW4 WR-VR2W-109136-3,45.6227,-61.9632,2012-07-16T21:03:00Z,RECOVERD,N,NULL,NULL,NULL
SW8-VR2W-106581-4,ANT,OTN-Global,SW8-VR2W-106581-4,OTN-GlobalANTSW8-VR2W-106581-4SW8-VR2W-106581-4,45.6579,-61.90721667,2012-07-14T21:04:00Z,RECOVERD,N,NULL,NULL,NULL
FW5 SR-VR2W-109131-2,ANT,OTN-Global,FW5 SR-VR2W-109131-2,OTN-GlobalANTFW5 SR-VR2W-109131-2FW5 SR-VR2W-109131-2,45.57962,-61.90527,2012-07-15T16:15:00Z,RECOVERD,N,NULL,NULL,NULL
FW6 SR-VR2W-109129-3,ANT,OTN-Global,FW6 SR-VR2W-109129-3,OTN-GlobalANTFW6 SR-VR2W-109129-3FW6 SR-VR2W-109129-3,45.602333,-61.91425,2012-07-15T15:30:00Z,RECOVERD,N,NULL,NULL,NULL
MM6.5-VR2W-109135-3,ANT,OTN-Global,MM6.5-VR2W-109135-3,OTN-GlobalANTMM6.5-VR2W-109135-3MM6.5-VR2W-109135-3,45.64291667,-61.92847,2012-07-14T23:36:00Z,RECOVERD,N,NULL,NULL,NULL
MM7-VR2W-109128-3,ANT,OTN-Global,MM7-VR2W-109128-3,OTN-GlobalANTMM7-VR2W-109128-3MM7-VR2W-109128-3,45.6452167,-61.929367,2012-07-14T23:25:00Z,RECOVERD,N,NULL,NULL,NULL
SW13 DP-VR2W-106614-3,ANT,OTN-Global,SW13 DP-VR2W-106614-3,OTN-GlobalANTSW13 DP-VR2W-106614-3SW13 DP-VR2W-106614-3,45.633383,-61.94022,2011-11-05T23:44:00Z,RECOVERD,N,NULL,NULL,NULL
SW9-VR2W-110170-3,ANT,OTN-Global,SW9-VR2W-110170-3,OTN-GlobalANTSW9-VR2W-110170-3SW9-VR2W-110170-3,45.67257,-61.88972,2012-08-03T21:10:00Z,RECOVERD,N,NULL,NULL,NULL
MM6-VR2W-109130-4,ANT,OTN-Global,MM6-VR2W-109130-4,OTN-GlobalANTMM6-VR2W-109130-4MM6-VR2W-109130-4,45.6406667,-61.92803,2012-07-14T23:57:00Z,RECOVERD,N,NULL,NULL,NULL
SW2-VR2W-106583-2,ANT,OTN-Global,SW2-VR2W-106583-2,OTN-GlobalANTSW2-VR2W-106583-2SW2-VR2W-106583-2,45.62135,-61.9161,2012-07-15T01:15:00Z,RECOVERD,N,NULL,NULL,NULL
SW4-VR2W-109142-3,ANT,OTN-Global,SW4-VR2W-109142-3,OTN-GlobalANTSW4-VR2W-109142-3SW4-VR2W-109142-3,45.63766667,-61.9128,2012-07-15T02:00:00Z,RECOVERD,N,NULL,NULL,NULL
SW5-VR2W-109139-3,ANT,OTN-Global,SW5-VR2W-109139-3,OTN-GlobalANTSW5-VR2W-109139-3SW5-VR2W-109139-3,45.63646667,-61.90555,2012-07-15T01:45:00Z,RECOVERD,N,NULL,NULL,NULL
FW3 WR-VR3-340-2,ANT,OTN-Global,FW3 WR-VR3-340-2,OTN-GlobalANTFW3 WR-VR3-340-2FW3 WR-VR3-340-2,45.62101,-61.97632,2010-11-19T22:55:00Z,RECOVERD,N,NULL,NULL,NULL
FW3 WR-VR2W-109133-1,ANT,OTN-Global,FW3 WR-VR2W-109133-1,OTN-GlobalANTFW3 WR-VR2W-109133-1FW3 WR-VR2W-109133-1,45.62101,-61.97632,2010-10-27T20:30:00Z,RECOVERD,N,NULL,NULL,NULL
FW1 WRR-VR3-343-1,ANT,OTN-Global,FW1 WRR-VR3-343-1,OTN-GlobalANTFW1 WRR-VR3-343-1FW1 WRR-VR3-343-1,45.62515,-61.97335,2010-12-17T00:20:00Z,RECOVERD,N,NULL,NULL,NULL
FW8 STJO-VR3-347-1,ANT,OTN-Global,FW8 STJO-VR3-347-1,OTN-GlobalANTFW8 STJO-VR3-347-1FW8 STJO-VR3-347-1,45.539417,-62.08163,2011-04-16T23:00:00Z,RECOVERD,N,NULL,NULL,NULL
FW2 WRR-VR2W-109134-1,ANT,OTN-Global,FW2 WRR-VR2W-109134-1,OTN-GlobalANTFW2 WRR-VR2W-109134-1FW2 WRR-VR2W-109134-1,45.62261,-61.97826,2011-07-10T21:20:00Z,RECOVERD,N,NULL,NULL,NULL
FW3 WR-VR2W-105403-3,ANT,OTN-Global,FW3 WR-VR2W-105403-3,OTN-GlobalANTFW3 WR-VR2W-105403-3FW3 WR-VR2W-105403-3,45.62101,-61.97632,2011-04-23T00:00:00Z,RECOVERD,N,NULL,NULL,NULL
FW4 WR-VR3-390-1,ANT,OTN-Global,FW4 WR-VR3-390-1,OTN-GlobalANTFW4 WR-VR3-390-1FW4 WR-VR3-390-1,45.6227,-61.96435,2011-04-17T01:42:04Z,RECOVERD,N,NULL,NULL,NULL
FW4 WR-VR2W-109136-2,ANT,OTN-Global,FW4 WR-VR2W-109136-2,OTN-GlobalANTFW4 WR-VR2W-109136-2FW4 WR-VR2W-109136-2,45.622,-61.95982,2011-04-24T00:02:46Z,RECOVERD,N,NULL,NULL,NULL
FW5 SR-VR2W-109131-1,ANT,OTN-Global,FW5 SR-VR2W-109131-1,OTN-GlobalANTFW5 SR-VR2W-109131-1FW5 SR-VR2W-109131-1,45.544533,-61.90537,2011-07-09T22:45:00Z,RECOVERD,N,NULL,NULL,NULL
FW6 SR-VR2W-109129-1,ANT,OTN-Global,FW6 SR-VR2W-109129-1,OTN-GlobalANTFW6 SR-VR2W-109129-1FW6 SR-VR2W-109129-1,45.57962,-61.90527,2010-11-27T17:33:56Z,RECOVERD,N,NULL,NULL,NULL
FW6 SR-VR2W-109129-2,ANT,OTN-Global,FW6 SR-VR2W-109129-2,OTN-GlobalANTFW6 SR-VR2W-109129-2FW6 SR-VR2W-109129-2,45.602333,-61.91425,2011-07-09T23:34:00Z,RECOVERD,N,NULL,NULL,NULL
FW1 WRR-VR2W-102551-2,ANT,OTN-Global,FW1 WRR-VR2W-102551-2,OTN-GlobalANTFW1 WRR-VR2W-102551-2FW1 WRR-VR2W-102551-2,45.62515,-61.97335,2011-07-10T20:57:00Z,RECOVERD,N,NULL,NULL,NULL
MM6.5-VR2W-109130-1,ANT,OTN-Global,MM6.5-VR2W-109130-1,OTN-GlobalANTMM6.5-VR2W-109130-1MM6.5-VR2W-109130-1,45.642917,-61.92868,2010-07-27T18:10:01Z,RECOVERD,N,NULL,NULL,NULL
MM6.5-VR2W-109130-2,ANT,OTN-Global,MM6.5-VR2W-109130-2,OTN-GlobalANTMM6.5-VR2W-109130-2MM6.5-VR2W-109130-2,45.64271667,-61.92848,2011-07-11T14:47:36Z,RECOVERD,N,NULL,NULL,NULL
MM7-VR2W-109128-1,ANT,OTN-Global,MM7-VR2W-109128-1,OTN-GlobalANTMM7-VR2W-109128-1MM7-VR2W-109128-1,45.645167,-61.92943,2010-07-27T17:38:01Z,RECOVERD,N,NULL,NULL,NULL
MM7-VR2W-109128-2,ANT,OTN-Global,MM7-VR2W-109128-2,OTN-GlobalANTMM7-VR2W-109128-2MM7-VR2W-109128-2,45.6451167,-61.92938333,2011-07-12T01:59:17Z,RECOVERD,N,NULL,NULL,NULL
SW1-VR2W-109132-1,ANT,OTN-Global,SW1-VR2W-109132-1,OTN-GlobalANTSW1-VR2W-109132-1SW1-VR2W-109132-1,45.63324,-61.95128,2010-07-27T16:33:03Z,RECOVERD,N,NULL,NULL,NULL
SW1-VR2W-109132-2,ANT,OTN-Global,SW1-VR2W-109132-2,OTN-GlobalANTSW1-VR2W-109132-2SW1-VR2W-109132-2,45.63324,-61.95128,2011-07-09T01:42:00Z,RECOVERD,N,NULL,NULL,NULL
SW11-VR2W-109138-1,ANT,OTN-Global,SW11-VR2W-109138-1,OTN-GlobalANTSW11-VR2W-109138-1SW11-VR2W-109138-1,45.701167,-61.90073,2010-08-13T22:27:40Z,RECOVERD,N,NULL,NULL,NULL
SW12-VR3-340-1,ANT,OTN-Global,SW12-VR3-340-1,OTN-GlobalANTSW12-VR3-340-1SW12-VR3-340-1,45.641583,-61.78715,2010-10-21T20:37:01Z,RECOVERD,N,NULL,NULL,NULL
SW12-VR2W-109133-2,ANT,OTN-Global,SW12-VR2W-109133-2,OTN-GlobalANTSW12-VR2W-109133-2SW12-VR2W-109133-2,45.6415,-61.78822,2011-05-15T00:00:00Z,RECOVERD,N,NULL,NULL,NULL
SW13 DP-VR3-385-1,ANT,OTN-Global,SW13 DP-VR3-385-1,OTN-GlobalANTSW13 DP-VR3-385-1SW13 DP-VR3-385-1,45.6334,-61.94022,2010-08-15T02:02:39Z,RECOVERD,N,NULL,NULL,NULL
SW13 DP-VR3-385-2,ANT,OTN-Global,SW13 DP-VR3-385-2,OTN-GlobalANTSW13 DP-VR3-385-2SW13 DP-VR3-385-2,45.6334,-61.94022,2011-04-14T19:32:00Z,RECOVERD,N,NULL,NULL,NULL
FW7 WRS-VR3-333-1,ANT,OTN-Global,FW7 WRS-VR3-333-1,OTN-GlobalANTFW7 WRS-VR3-333-1FW7 WRS-VR3-333-1,45.554467,-62.09018,2011-04-12T23:53:00Z,RECOVERD,N,NULL,NULL,NULL
FW9 BM-VR2W-102551-1,ANT,OTN-Global,FW9 BM-VR2W-102551-1,OTN-GlobalANTFW9 BM-VR2W-102551-1FW9 BM-VR2W-102551-1,45.55635,-62.10242,2010-12-10T22:06:00Z,RECOVERD,N,NULL,NULL,NULL
FW9 BM-VR3-340-2,ANT,OTN-Global,FW9 BM-VR3-340-2,OTN-GlobalANTFW9 BM-VR3-340-2FW9 BM-VR3-340-2,45.55635,-62.10242,2011-04-16T22:00:00Z,RECOVERD,N,NULL,NULL,NULL
MM6-VR2W-109135-1,ANT,OTN-Global,MM6-VR2W-109135-1,OTN-GlobalANTMM6-VR2W-109135-1MM6-VR2W-109135-1,45.64142,-61.92959,2010-04-12T20:29:02Z,RECOVERD,N,NULL,NULL,NULL
MM6-VR2W-109135-2,ANT,OTN-Global,MM6-VR2W-109135-2,OTN-GlobalANTMM6-VR2W-109135-2MM6-VR2W-109135-2,45.640267,-61.92828,2010-07-28T15:58:14Z,RECOVERD,N,NULL,NULL,NULL
MM6-VR2W-109135-3,ANT,OTN-Global,MM6-VR2W-109135-3,OTN-GlobalANTMM6-VR2W-109135-3MM6-VR2W-109135-3,45.64038333,-61.92827,2011-07-11T16:12:14Z,RECOVERD,N,NULL,NULL,NULL
SW3-VR2W-106614-3,ANT,OTN-Global,SW3-VR2W-106614-3,OTN-GlobalANTSW3-VR2W-106614-3SW3-VR2W-106614-3,45.63365,-61.92033,2012-07-15T00:30:00Z,RECOVERD,N,NULL,NULL,NULL
SW14 OP-VR2W-109138-1,ANT,OTN-Global,SW14 OP-VR2W-109138-1,OTN-GlobalANTSW14 OP-VR2W-109138-1SW14 OP-VR2W-109138-1,45.71395,-61.90212,2011-05-14T20:30:00Z,RECOVERD,N,NULL,NULL,NULL
SW2-VR3-344-1,ANT,OTN-Global,SW2-VR3-344-1,OTN-GlobalANTSW2-VR3-344-1SW2-VR3-344-1,45.62135,-61.91617,2011-04-17T18:00:00Z,RECOVERD,N,NULL,NULL,NULL
SW3-VR2W-109140-1,ANT,OTN-Global,SW3-VR2W-109140-1,OTN-GlobalANTSW3-VR2W-109140-1SW3-VR2W-109140-1,45.633617,-61.92062,2010-07-27T20:04:37Z,RECOVERD,N,NULL,NULL,NULL
SW4-VR2W-109142-1,ANT,OTN-Global,SW4-VR2W-109142-1,OTN-GlobalANTSW4-VR2W-109142-1SW4-VR2W-109142-1,45.637917,-61.91297,2010-07-27T20:41:09Z,RECOVERD,N,NULL,NULL,NULL
SW4-VR2W-109142-2,ANT,OTN-Global,SW4-VR2W-109142-2,OTN-GlobalANTSW4-VR2W-109142-2SW4-VR2W-109142-2,45.63768333,-61.91282,2011-07-09T19:58:00Z,RECOVERD,N,NULL,NULL,NULL
SW5-VR2W-109139-1,ANT,OTN-Global,SW5-VR2W-109139-1,OTN-GlobalANTSW5-VR2W-109139-1SW5-VR2W-109139-1,45.636467,-61.90573,2010-07-28T16:49:10Z,RECOVERD,N,NULL,NULL,NULL
SW5-VR2W-109139-2,ANT,OTN-Global,SW5-VR2W-109139-2,OTN-GlobalANTSW5-VR2W-109139-2SW5-VR2W-109139-2,45.63648333,-61.90552,2011-07-09T19:24:06Z,RECOVERD,N,NULL,NULL,NULL
SW8-VR3-337-1,ANT,OTN-Global,SW8-VR3-337-1,OTN-GlobalANTSW8-VR3-337-1SW8-VR3-337-1,45.658383,-61.90608,2010-08-01T02:30:00Z,RECOVERD,N,NULL,NULL,NULL
SW8-VR3-337-2,ANT,OTN-Global,SW8-VR3-337-2,OTN-GlobalANTSW8-VR3-337-2SW8-VR3-337-2,45.65845,-61.90677,2011-04-20T18:00:00Z,RECOVERD,N,NULL,NULL,NULL
SW8-VR2W-106581-3,ANT,OTN-Global,SW8-VR2W-106581-3,OTN-GlobalANTSW8-VR2W-106581-3SW8-VR2W-106581-3,45.6597,-61.907767,2011-04-25T21:21:14Z,RECOVERD,N,NULL,NULL,NULL
SW9-VR3-349-1,ANT,OTN-Global,SW9-VR3-349-1,OTN-GlobalANTSW9-VR3-349-1SW9-VR3-349-1,45.672067,-61.8898,2010-08-14T23:45:00Z,RECOVERD,N,NULL,NULL,NULL
SW9-VR3-349-2,ANT,OTN-Global,SW9-VR3-349-2,OTN-GlobalANTSW9-VR3-349-2SW9-VR3-349-2,45.672067,-61.8898,2011-04-19T15:30:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-N. Portage 1-Minilogger-3789-2012,ASF,OTN-Global,ASF-N. Portage 1-Minilogger-3789-2012,OTN-GlobalASFASF-N. Portage 1-Minilogger-3789-2012ASF-N. Portage 1-Minilogger-3789-2012,47.14748,-65.05572,2012-07-30T22:35:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB14-VR2W-120013-2013,ASF,OTN-Global,ASF-CB14-VR2W-120013-2013,OTN-GlobalASFASF-CB14-VR2W-120013-2013ASF-CB14-VR2W-120013-2013,47.90068,-65.2867,2013-09-30T15:00:00Z,LOST_AND_FOUND,N,NULL,NULL,NULL
ASF-Estuary-2012-VR2W-109518-2012,ASF,OTN-Global,ASF-Estuary-2012-VR2W-109518-2012,OTN-GlobalASFASF-Estuary-2012-VR2W-109518-2012ASF-Estuary-2012-VR2W-109518-2012,50.17007,-64.20132,2012-06-30T18:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Guards Camp-2012-VR2W-109399-2012,ASF,OTN-Global,ASF-Guards Camp-2012-VR2W-109399-2012,OTN-GlobalASFASF-Guards Camp-2012-VR2W-109399-2012ASF-Guards Camp-2012-VR2W-109399-2012,50.18456,-64.16008,2012-07-01T22:42:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB14-VR2W-103135-2011,ASF,OTN-Global,ASF-CB14-VR2W-103135-2011,OTN-GlobalASFASF-CB14-VR2W-103135-2011ASF-CB14-VR2W-103135-2011,47.89332,-65.28033,2012-07-03T03:00:00Z,LOST_AND_FOUND,N,NULL,NULL,"Deployment/Recovery Notes: Found -Found by Halibut trawl July 2nd 2012 on Emerald Bank  about 75 miles from Sambro.  Latitude: 43 Deg 17 ‘ North and 63 Deg 10’ West. Cut loose in the first 4 days of June 2011, Judging by ASF smolt tags on #17 and also on #18,#16, which were not lost."
ASF-BARTIBOG UPSTREAM 2-VR2-2360-2008,ASF,OTN-Global,ASF-BARTIBOG UPSTREAM 2-VR2-2360-2008,OTN-GlobalASFASF-BARTIBOG UPSTREAM 2-VR2-2360-2008ASF-BARTIBOG UPSTREAM 2-VR2-2360-2008,47.08207,-65.36639,2008-10-08T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-CB6-VR2-3341-2011,ASF,OTN-Global,ASF-CB6-VR2-3341-2011,OTN-GlobalASFASF-CB6-VR2-3341-2011ASF-CB6-VR2-3341-2011,47.84223,-65.23345,2011-07-16T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-CB17-VR2W-103137-2011,ASF,OTN-Global,ASF-CB17-VR2W-103137-2011,OTN-GlobalASFASF-CB17-VR2W-103137-2011ASF-CB17-VR2W-103137-2011,47.91418,-65.29935,2011-07-16T03:00:00Z,PRESUMED_LOST,N,NULL,NULL,NULL
ASF-SOBI 20-2016-VR2W-105275,ASF,OTN-Global,ASF-SOBI 20-2016-VR2W-105275,OTN-GlobalASFASF-SOBI 20-2016-VR2W-105275ASF-SOBI 20-2016-VR2W-105275,51.4650983,-56.7760467,2016-08-31T21:55:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 21-2016-VR2W-120010,ASF,OTN-Global,ASF-SOBI 21-2016-VR2W-120010,OTN-GlobalASFASF-SOBI 21-2016-VR2W-120010ASF-SOBI 21-2016-VR2W-120010,51.469444,-56.785028,2016-08-31T22:04:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 2-2016-VR2W-100703,ASF,OTN-Global,ASF-SOBI 2-2016-VR2W-100703,OTN-GlobalASFASF-SOBI 2-2016-VR2W-100703ASF-SOBI 2-2016-VR2W-100703,51.3819383,-56.6234033,2016-08-31T18:27:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 23-2016-VR2W-124880,ASF,OTN-Global,ASF-SOBI 23-2016-VR2W-124880,OTN-GlobalASFASF-SOBI 23-2016-VR2W-124880ASF-SOBI 23-2016-VR2W-124880,51.47486,-56.7921583,2016-08-31T22:12:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 25-2016-VR2W-105277,ASF,OTN-Global,ASF-SOBI 25-2016-VR2W-105277,OTN-GlobalASFASF-SOBI 25-2016-VR2W-105277ASF-SOBI 25-2016-VR2W-105277,51.4797067,-56.80137,2016-08-31T22:42:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 26-2016-VR2W-100702,ASF,OTN-Global,ASF-SOBI 26-2016-VR2W-100702,OTN-GlobalASFASF-SOBI 26-2016-VR2W-100702ASF-SOBI 26-2016-VR2W-100702,51.4839933,-56.809275,2016-08-31T22:49:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 4-2016-VR2W-109520,ASF,OTN-Global,ASF-SOBI 4-2016-VR2W-109520,OTN-GlobalASFASF-SOBI 4-2016-VR2W-109520ASF-SOBI 4-2016-VR2W-109520,51.3905583,-56.640545,2016-09-02T12:33:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-SOBI 5-2016-VR2W-101319,ASF,OTN-Global,ASF-SOBI 5-2016-VR2W-101319,OTN-GlobalASFASF-SOBI 5-2016-VR2W-101319ASF-SOBI 5-2016-VR2W-101319,51.3959233,-56.648335,2016-09-02T12:42:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Barnaby Island-2004-VR2-1068,ASF,OTN-Global,ASF-Barnaby Island-2004-VR2-1068,OTN-GlobalASFASF-Barnaby Island-2004-VR2-1068ASF-Barnaby Island-2004-VR2-1068,46.9113,-65.6219,2004-08-05T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 1-2003-VR2-1085,ASF,OTN-Global,ASF-Beaubear Island 1-2003-VR2-1085,OTN-GlobalASFASF-Beaubear Island 1-2003-VR2-1085ASF-Beaubear Island 1-2003-VR2-1085,46.7667,-66.0833,2003-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 3-2003-VR2-1086,ASF,OTN-Global,ASF-Beaubear Island 3-2003-VR2-1086,OTN-GlobalASFASF-Beaubear Island 3-2003-VR2-1086ASF-Beaubear Island 3-2003-VR2-1086,46.7667,-66.0833,2003-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 4-2003-VR2-1083,ASF,OTN-Global,ASF-Beaubear Island 4-2003-VR2-1083,OTN-GlobalASFASF-Beaubear Island 4-2003-VR2-1083ASF-Beaubear Island 4-2003-VR2-1083,46.7667,-66.0833,2003-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
SOBI014-VR2-4313-2006,ASF,OTN-Global,SOBI014-VR2-4313-2006,OTN-GlobalASFSOBI014-VR2-4313-2006SOBI014-VR2-4313-2006,51.45733,-56.74561,2006-10-12T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 5-2003-VR2-1084,ASF,OTN-Global,ASF-Beaubear Island 5-2003-VR2-1084,OTN-GlobalASFASF-Beaubear Island 5-2003-VR2-1084ASF-Beaubear Island 5-2003-VR2-1084,46.7667,-66.0833,2003-11-06T04:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 6-2003-VR2-1082,ASF,OTN-Global,ASF-Beaubear Island 6-2003-VR2-1082,OTN-GlobalASFASF-Beaubear Island 6-2003-VR2-1082ASF-Beaubear Island 6-2003-VR2-1082,46.7667,-66.0833,2003-08-27T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Beaubear Island 8-2003-VR2-1105,ASF,OTN-Global,ASF-Beaubear Island 8-2003-VR2-1105,OTN-GlobalASFASF-Beaubear Island 8-2003-VR2-1105ASF-Beaubear Island 8-2003-VR2-1105,46.7667,-66.0833,2003-12-05T04:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boiestown 1-2003-VR2-1097,ASF,OTN-Global,ASF-Boiestown 1-2003-VR2-1097,OTN-GlobalASFASF-Boiestown 1-2003-VR2-1097ASF-Boiestown 1-2003-VR2-1097,46.7667,-67.1,2003-06-11T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boiestown 2-2003-VR2-1038,ASF,OTN-Global,ASF-Boiestown 2-2003-VR2-1038,OTN-GlobalASFASF-Boiestown 2-2003-VR2-1038ASF-Boiestown 2-2003-VR2-1038,46.7667,-67.1,2003-06-11T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boiestown 3-2003-VR2-1134,ASF,OTN-Global,ASF-Boiestown 3-2003-VR2-1134,OTN-GlobalASFASF-Boiestown 3-2003-VR2-1134ASF-Boiestown 3-2003-VR2-1134,46.7667,-67.1,2003-06-11T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boiestown 4-2003-VR2-1135,ASF,OTN-Global,ASF-Boiestown 4-2003-VR2-1135,OTN-GlobalASFASF-Boiestown 4-2003-VR2-1135ASF-Boiestown 4-2003-VR2-1135,46.7667,-67.1,2003-06-11T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boisetown-Tuckaway Lodge-2004-VR2-1011,ASF,OTN-Global,ASF-Boisetown-Tuckaway Lodge-2004-VR2-1011,OTN-GlobalASFASF-Boisetown-Tuckaway Lodge-2004-VR2-1011ASF-Boisetown-Tuckaway Lodge-2004-VR2-1011,46.4758,-66.4015,2004-06-15T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Boisetown-Tuckaway Lodge-2004-VR2-1013,ASF,OTN-Global,ASF-Boisetown-Tuckaway Lodge-2004-VR2-1013,OTN-GlobalASFASF-Boisetown-Tuckaway Lodge-2004-VR2-1013ASF-Boisetown-Tuckaway Lodge-2004-VR2-1013,46.4758,-66.4015,2004-06-15T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Cassilis 1-2003-VR2-1137,ASF,OTN-Global,ASF-Cassilis 1-2003-VR2-1137,OTN-GlobalASFASF-Cassilis 1-2003-VR2-1137ASF-Cassilis 1-2003-VR2-1137,46.7667,-66.0833,2003-08-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Cassilis 2-2003-VR2-1138,ASF,OTN-Global,ASF-Cassilis 2-2003-VR2-1138,OTN-GlobalASFASF-Cassilis 2-2003-VR2-1138ASF-Cassilis 2-2003-VR2-1138,46.7667,-66.0833,2003-08-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
ASF-Cassilis 3-2003-VR2-1141,ASF,OTN-Global,ASF-Cassilis 3-2003-VR2-1141,OTN-GlobalASFASF-Cassilis 3-2003-VR2-1141ASF-Cassilis 3-2003-VR2-1141,46.7667,-66.0833,2003-08-07T03:00:00Z,RECOVERD,N,NULL,NULL,NULL
